week_from,week_until,calendar_week,age,ncumul_firstvacc,ncumul_secondvacc
2021-08-02,2021-08-08,31,50,15714,14298
2021-08-02,2021-08-08,31,51,16265,14820
2021-08-02,2021-08-08,31,52,16562,15040
2021-08-02,2021-08-08,31,53,16659,15162
2021-08-02,2021-08-08,31,54,16595,15150
2021-08-02,2021-08-08,31,55,16663,15172
2021-08-02,2021-08-08,31,56,16584,15154
2021-08-02,2021-08-08,31,57,16374,15006
2021-08-02,2021-08-08,31,58,15595,14371
2021-08-02,2021-08-08,31,59,14923,13647
2021-08-02,2021-08-08,31,60,14228,13054
2021-08-02,2021-08-08,31,61,13838,12683
2021-08-02,2021-08-08,31,62,13312,12318
2021-08-02,2021-08-08,31,63,12723,11861
2021-08-02,2021-08-08,31,64,12219,11363
2021-08-02,2021-08-08,31,65,11894,11179
2021-08-02,2021-08-08,31,66,11602,10978
2021-08-02,2021-08-08,31,67,11044,10500
2021-08-02,2021-08-08,31,68,10916,10383
2021-08-02,2021-08-08,31,69,10935,10403
2021-08-02,2021-08-08,31,70,10799,10302
2021-08-02,2021-08-08,31,71,10914,10415
2021-08-02,2021-08-08,31,72,10737,10281
2021-08-02,2021-08-08,31,73,10751,10290
2021-08-02,2021-08-08,31,74,10804,10383
2021-08-02,2021-08-08,31,75,10912,10515
2021-08-02,2021-08-08,31,76,10314,10007
2021-08-02,2021-08-08,31,77,10202,9847
2021-08-02,2021-08-08,31,78,9675,9380
2021-08-02,2021-08-08,31,79,8874,8606
2021-08-02,2021-08-08,31,80,8231,8016
2021-08-02,2021-08-08,31,81,7161,6963
2021-08-02,2021-08-08,31,82,6943,6733
2021-08-02,2021-08-08,31,83,6355,6120
2021-08-02,2021-08-08,31,84,5624,5436
2021-08-02,2021-08-08,31,85,5388,5210
2021-08-02,2021-08-08,31,86,5047,4896
2021-08-02,2021-08-08,31,87,4306,4182
2021-08-02,2021-08-08,31,88,3693,3562
2021-08-02,2021-08-08,31,89,3268,3173
2021-08-02,2021-08-08,31,90,2779,2684
2021-08-02,2021-08-08,31,91,2322,2230
2021-08-02,2021-08-08,31,92,1843,1779
2021-08-02,2021-08-08,31,93,1433,1376
2021-08-02,2021-08-08,31,94,1031,1000
2021-08-02,2021-08-08,31,95,810,769
2021-08-02,2021-08-08,31,96,620,588
2021-08-02,2021-08-08,31,97,408,389
2021-08-02,2021-08-08,31,98,258,247
2021-08-02,2021-08-08,31,99,183,174
2021-08-02,2021-08-08,31,100+,253,237
2021-08-02,2021-08-08,31,NA,8,7
2021-08-09,2021-08-15,32,0,13,8
2021-08-09,2021-08-15,32,1,0,0
2021-08-09,2021-08-15,32,2,1,1
2021-08-09,2021-08-15,32,3,3,2
2021-08-09,2021-08-15,32,4,0,0
2021-08-09,2021-08-15,32,5,1,1
2021-08-09,2021-08-15,32,6,0,0
2021-08-09,2021-08-15,32,7,0,0
2021-08-09,2021-08-15,32,8,0,0
2021-08-09,2021-08-15,32,9,0,0
2021-08-09,2021-08-15,32,10,0,0
2021-08-09,2021-08-15,32,11,9,5
2021-08-09,2021-08-15,32,12,1964,994
2021-08-09,2021-08-15,32,13,2665,1521
2021-08-09,2021-08-15,32,14,3175,1804
2021-08-09,2021-08-15,32,15,3713,2245
2021-08-09,2021-08-15,32,16,5711,4652
2021-08-09,2021-08-15,32,17,6435,5519
2021-08-09,2021-08-15,32,18,6963,5981
2021-08-09,2021-08-15,32,19,6995,5964
2021-08-09,2021-08-15,32,20,7614,6415
2021-08-09,2021-08-15,32,21,8139,6933
2021-08-09,2021-08-15,32,22,8483,7298
2021-08-09,2021-08-15,32,23,9369,8104
2021-08-09,2021-08-15,32,24,10111,8788
2021-08-09,2021-08-15,32,25,10877,9510
2021-08-09,2021-08-15,32,26,11589,10091
2021-08-09,2021-08-15,32,27,13056,11553
2021-08-09,2021-08-15,32,28,13641,12066
2021-08-09,2021-08-15,32,29,14555,12950
2021-08-09,2021-08-15,32,30,15092,13290
2021-08-09,2021-08-15,32,31,15550,13771
2021-08-09,2021-08-15,32,32,15749,13978
2021-08-09,2021-08-15,32,33,15819,14030
2021-08-09,2021-08-15,32,34,15859,14133
2021-08-09,2021-08-15,32,35,15957,14245
2021-08-09,2021-08-15,32,36,15827,14106
2021-08-09,2021-08-15,32,37,15911,14299
2021-08-09,2021-08-15,32,38,15873,14215
2021-08-09,2021-08-15,32,39,16177,14615
2021-08-09,2021-08-15,32,40,16281,14652
2021-08-09,2021-08-15,32,41,16235,14733
2021-08-09,2021-08-15,32,42,15707,14208
2021-08-09,2021-08-15,32,43,15534,14128
2021-08-09,2021-08-15,32,44,15644,14143
2021-08-09,2021-08-15,32,45,14981,13584
2021-08-09,2021-08-15,32,46,15391,13973
2021-08-09,2021-08-15,32,47,14969,13545
2021-08-09,2021-08-15,32,48,14798,13436
2021-08-09,2021-08-15,32,49,15608,14180
2021-08-09,2021-08-15,32,50,15832,14448
2021-08-09,2021-08-15,32,51,16370,14976
2021-08-09,2021-08-15,32,52,16666,15211
2021-08-09,2021-08-15,32,53,16760,15335
2021-08-09,2021-08-15,32,54,16706,15309
2021-08-09,2021-08-15,32,55,16781,15342
2021-08-09,2021-08-15,32,56,16691,15321
2021-08-09,2021-08-15,32,57,16471,15149
2021-08-09,2021-08-15,32,58,15681,14517
2021-08-09,2021-08-15,32,59,15026,13789
2021-08-09,2021-08-15,32,60,14302,13169
2021-08-09,2021-08-15,32,61,13908,12812
2021-08-09,2021-08-15,32,62,13379,12430
2021-08-09,2021-08-15,32,63,12784,11969
2021-08-09,2021-08-15,32,64,12271,11463
2021-08-09,2021-08-15,32,65,11942,11245
2021-08-09,2021-08-15,32,66,11639,11035
2021-08-09,2021-08-15,32,67,11083,10550
2021-08-09,2021-08-15,32,68,10946,10436
2021-08-09,2021-08-15,32,69,10959,10438
2021-08-09,2021-08-15,32,70,10824,10347
2021-08-09,2021-08-15,32,71,10945,10456
2021-08-09,2021-08-15,32,72,10755,10312
2021-08-09,2021-08-15,32,73,10778,10337
2021-08-09,2021-08-15,32,74,10828,10409
2021-08-09,2021-08-15,32,75,10936,10543
2021-08-09,2021-08-15,32,76,10336,10033
2021-08-09,2021-08-15,32,77,10224,9875
2021-08-09,2021-08-15,32,78,9696,9414
2021-08-09,2021-08-15,32,79,8884,8625
2021-08-09,2021-08-15,32,80,8243,8038
2021-08-09,2021-08-15,32,81,7176,6975
2021-08-09,2021-08-15,32,82,6951,6747
2021-08-09,2021-08-15,32,83,6361,6133
2021-08-09,2021-08-15,32,84,5628,5453
2021-08-09,2021-08-15,32,85,5391,5224
2021-08-09,2021-08-15,32,86,5053,4900
2021-08-09,2021-08-15,32,87,4315,4194
2021-08-09,2021-08-15,32,88,3698,3569
2021-08-09,2021-08-15,32,89,3272,3178
2021-08-09,2021-08-15,32,90,2783,2688
2021-08-09,2021-08-15,32,91,2323,2232
2021-08-09,2021-08-15,32,92,1847,1781
2021-08-09,2021-08-15,32,93,1436,1378
2021-08-09,2021-08-15,32,94,1032,1001
2021-08-09,2021-08-15,32,95,810,769
2021-08-09,2021-08-15,32,96,621,589
2021-08-09,2021-08-15,32,97,408,390
2021-08-09,2021-08-15,32,98,259,247
2021-08-09,2021-08-15,32,99,183,174
2021-08-09,2021-08-15,32,100+,253,237
2021-08-09,2021-08-15,32,NA,8,7
2021-08-16,2021-08-22,33,0,13,8
2021-08-16,2021-08-22,33,1,0,0
2021-08-16,2021-08-22,33,2,1,1
2021-08-16,2021-08-22,33,3,3,2
2021-08-16,2021-08-22,33,4,0,0
2021-08-16,2021-08-22,33,5,2,1
2021-08-16,2021-08-22,33,6,0,0
2021-08-16,2021-08-22,33,7,0,0
2021-08-16,2021-08-22,33,8,0,0
2021-08-16,2021-08-22,33,9,0,0
2021-08-16,2021-08-22,33,10,0,0
2021-08-16,2021-08-22,33,11,9,7
2021-08-16,2021-08-22,33,12,2264,1400
2021-08-16,2021-08-22,33,13,2965,2011
2021-08-16,2021-08-22,33,14,3466,2397
2021-08-16,2021-08-22,33,15,3996,2828
2021-08-16,2021-08-22,33,16,5960,4905
2021-08-16,2021-08-22,33,17,6617,5658
2021-08-16,2021-08-22,33,18,7115,6109
2021-08-16,2021-08-22,33,19,7128,6112
2021-08-16,2021-08-22,33,20,7734,6599
2021-08-16,2021-08-22,33,21,8292,7123
2021-08-16,2021-08-22,33,22,8611,7454
2021-08-16,2021-08-22,33,23,9509,8276
2021-08-16,2021-08-22,33,24,10236,8948
2021-08-16,2021-08-22,33,25,11051,9674
2021-08-16,2021-08-22,33,26,11755,10284
2021-08-16,2021-08-22,33,27,13227,11742
2021-08-16,2021-08-22,33,28,13838,12266
2021-08-16,2021-08-22,33,29,14748,13169
2021-08-16,2021-08-22,33,30,15290,13530
2021-08-16,2021-08-22,33,31,15761,14003
2021-08-16,2021-08-22,33,32,15955,14218
2021-08-16,2021-08-22,33,33,16041,14264
2021-08-16,2021-08-22,33,34,16082,14377
2021-08-16,2021-08-22,33,35,16180,14514
2021-08-16,2021-08-22,33,36,16066,14330
2021-08-16,2021-08-22,33,37,16106,14504
2021-08-16,2021-08-22,33,38,16070,14422
2021-08-16,2021-08-22,33,39,16366,14818
2021-08-16,2021-08-22,33,40,16486,14867
2021-08-16,2021-08-22,33,41,16426,14929
2021-08-16,2021-08-22,33,42,15857,14385
2021-08-16,2021-08-22,33,43,15703,14319
2021-08-16,2021-08-22,33,44,15822,14321
2021-08-16,2021-08-22,33,45,15158,13759
2021-08-16,2021-08-22,33,46,15545,14123
2021-08-16,2021-08-22,33,47,15116,13731
2021-08-16,2021-08-22,33,48,14936,13600
2021-08-16,2021-08-22,33,49,15764,14359
2021-08-16,2021-08-22,33,50,15956,14578
2021-08-16,2021-08-22,33,51,16511,15117
2021-08-16,2021-08-22,33,52,16827,15363
2021-08-16,2021-08-22,33,53,16891,15503
2021-08-16,2021-08-22,33,54,16832,15456
2021-08-16,2021-08-22,33,55,16914,15495
2021-08-16,2021-08-22,33,56,16818,15487
2021-08-16,2021-08-22,33,57,16618,15288
2021-08-16,2021-08-22,33,58,15803,14665
2021-08-16,2021-08-22,33,59,15149,13930
2021-08-16,2021-08-22,33,60,14393,13289
2021-08-16,2021-08-22,33,61,14004,12936
2021-08-16,2021-08-22,33,62,13456,12536
2021-08-16,2021-08-22,33,63,12860,12060
2021-08-16,2021-08-22,33,64,12325,11542
2021-08-16,2021-08-22,33,65,12011,11316
2021-08-16,2021-08-22,33,66,11694,11099
2021-08-16,2021-08-22,33,67,11137,10609
2021-08-16,2021-08-22,33,68,10996,10483
2021-08-16,2021-08-22,33,69,10999,10477
2021-08-16,2021-08-22,33,70,10863,10384
2021-08-16,2021-08-22,33,71,10982,10498
2021-08-16,2021-08-22,33,72,10785,10352
2021-08-16,2021-08-22,33,73,10808,10367
2021-08-16,2021-08-22,33,74,10854,10457
2021-08-16,2021-08-22,33,75,10962,10571
2021-08-16,2021-08-22,33,76,10356,10047
2021-08-16,2021-08-22,33,77,10249,9904
2021-08-16,2021-08-22,33,78,9714,9440
2021-08-16,2021-08-22,33,79,8908,8652
2021-08-16,2021-08-22,33,80,8257,8061
2021-08-16,2021-08-22,33,81,7193,6988
2021-08-16,2021-08-22,33,82,6956,6765
2021-08-16,2021-08-22,33,83,6372,6145
2021-08-16,2021-08-22,33,84,5636,5475
2021-08-16,2021-08-22,33,85,5403,5235
2021-08-16,2021-08-22,33,86,5057,4911
2021-08-16,2021-08-22,33,87,4322,4201
2021-08-16,2021-08-22,33,88,3706,3574
2021-08-16,2021-08-22,33,89,3276,3182
2021-08-16,2021-08-22,33,90,2785,2693
2021-08-16,2021-08-22,33,91,2330,2235
2021-08-16,2021-08-22,33,92,1848,1783
2021-08-16,2021-08-22,33,93,1439,1378
2021-08-16,2021-08-22,33,94,1032,1002
2021-08-16,2021-08-22,33,95,810,771
2021-08-16,2021-08-22,33,96,621,589
2021-08-16,2021-08-22,33,97,409,391
2021-08-16,2021-08-22,33,98,259,247
2021-08-16,2021-08-22,33,99,183,174
2021-08-16,2021-08-22,33,100+,253,237
2021-08-16,2021-08-22,33,NA,8,7
2021-08-23,2021-08-29,34,0,14,8
2021-08-23,2021-08-29,34,1,0,0
2021-08-23,2021-08-29,34,2,1,1
2021-08-23,2021-08-29,34,3,3,2
2021-08-23,2021-08-29,34,4,0,0
2021-08-23,2021-08-29,34,5,2,1
2021-08-23,2021-08-29,34,6,1,0
2021-08-23,2021-08-29,34,7,0,0
2021-08-23,2021-08-29,34,8,0,0
2021-08-23,2021-08-29,34,9,0,0
2021-08-23,2021-08-29,34,10,0,0
2021-08-23,2021-08-29,34,11,12,8
2021-08-23,2021-08-29,34,12,2709,1554
2021-08-23,2021-08-29,34,13,3488,2212
2021-08-23,2021-08-29,34,14,4025,2619
2021-08-23,2021-08-29,34,15,4505,3060
2021-08-23,2021-08-29,34,16,6326,5067
2021-08-23,2021-08-29,34,17,6887,5778
2021-08-23,2021-08-29,34,18,7344,6228
2021-08-23,2021-08-29,34,19,7310,6226
2021-08-23,2021-08-29,34,20,7919,6735
2021-08-23,2021-08-29,34,21,8490,7260
2021-08-23,2021-08-29,34,22,8806,7592
2021-08-23,2021-08-29,34,23,9695,8445
2021-08-23,2021-08-29,34,24,10450,9138
2021-08-23,2021-08-29,34,25,11281,9834
2021-08-23,2021-08-29,34,26,11968,10474
2021-08-23,2021-08-29,34,27,13463,11923
2021-08-23,2021-08-29,34,28,14082,12448
2021-08-23,2021-08-29,34,29,15039,13385
2021-08-23,2021-08-29,34,30,15581,13780
2021-08-23,2021-08-29,34,31,16076,14249
2021-08-23,2021-08-29,34,32,16268,14488
2021-08-23,2021-08-29,34,33,16357,14510
2021-08-23,2021-08-29,34,34,16391,14613
2021-08-23,2021-08-29,34,35,16519,14741
2021-08-23,2021-08-29,34,36,16354,14558
2021-08-23,2021-08-29,34,37,16405,14742
2021-08-23,2021-08-29,34,38,16406,14635
2021-08-23,2021-08-29,34,39,16656,15024
2021-08-23,2021-08-29,34,40,16811,15097
2021-08-23,2021-08-29,34,41,16725,15139
2021-08-23,2021-08-29,34,42,16148,14578
2021-08-23,2021-08-29,34,43,16002,14489
2021-08-23,2021-08-29,34,44,16077,14508
2021-08-23,2021-08-29,34,45,15445,13921
2021-08-23,2021-08-29,34,46,15790,14308
2021-08-23,2021-08-29,34,47,15350,13899
2021-08-23,2021-08-29,34,48,15188,13775
2021-08-23,2021-08-29,34,49,15993,14515
2021-08-23,2021-08-29,34,50,16175,14756
2021-08-23,2021-08-29,34,51,16722,15285
2021-08-23,2021-08-29,34,52,17043,15522
2021-08-23,2021-08-29,34,53,17114,15695
2021-08-23,2021-08-29,34,54,17042,15652
2021-08-23,2021-08-29,34,55,17139,15666
2021-08-23,2021-08-29,34,56,17015,15642
2021-08-23,2021-08-29,34,57,16824,15439
2021-08-23,2021-08-29,34,58,15983,14831
2021-08-23,2021-08-29,34,59,15311,14081
2021-08-23,2021-08-29,34,60,14551,13422
2021-08-23,2021-08-29,34,61,14135,13079
2021-08-23,2021-08-29,34,62,13584,12648
2021-08-23,2021-08-29,34,63,12978,12156
2021-08-23,2021-08-29,34,64,12425,11638
2021-08-23,2021-08-29,34,65,12099,11389
2021-08-23,2021-08-29,34,66,11758,11160
2021-08-23,2021-08-29,34,67,11214,10671
2021-08-23,2021-08-29,34,68,11052,10537
2021-08-23,2021-08-29,34,69,11055,10532
2021-08-23,2021-08-29,34,70,10916,10431
2021-08-23,2021-08-29,34,71,11039,10542
2021-08-23,2021-08-29,34,72,10831,10396
2021-08-23,2021-08-29,34,73,10853,10405
2021-08-23,2021-08-29,34,74,10890,10496
2021-08-23,2021-08-29,34,75,10990,10594
2021-08-23,2021-08-29,34,76,10385,10074
2021-08-23,2021-08-29,34,77,10285,9931
2021-08-23,2021-08-29,34,78,9743,9461
2021-08-23,2021-08-29,34,79,8937,8676
2021-08-23,2021-08-29,34,80,8279,8073
2021-08-23,2021-08-29,34,81,7209,7004
2021-08-23,2021-08-29,34,82,6973,6776
2021-08-23,2021-08-29,34,83,6389,6161
2021-08-23,2021-08-29,34,84,5646,5483
2021-08-23,2021-08-29,34,85,5416,5251
2021-08-23,2021-08-29,34,86,5075,4918
2021-08-23,2021-08-29,34,87,4331,4217
2021-08-23,2021-08-29,34,88,3713,3584
2021-08-23,2021-08-29,34,89,3285,3192
2021-08-23,2021-08-29,34,90,2801,2696
2021-08-23,2021-08-29,34,91,2337,2241
2021-08-23,2021-08-29,34,92,1851,1785
2021-08-23,2021-08-29,34,93,1441,1383
2021-08-23,2021-08-29,34,94,1033,1004
2021-08-23,2021-08-29,34,95,810,772
2021-08-23,2021-08-29,34,96,623,589
2021-08-23,2021-08-29,34,97,409,392
2021-08-23,2021-08-29,34,98,259,248
2021-08-23,2021-08-29,34,99,183,174
2021-08-23,2021-08-29,34,100+,253,237
2021-08-23,2021-08-29,34,NA,8,7
2021-08-30,2021-09-05,35,0,14,8
2021-08-30,2021-09-05,35,1,0,0
2021-08-30,2021-09-05,35,2,1,1
2021-08-30,2021-09-05,35,3,3,2
2021-08-30,2021-09-05,35,4,0,0
2021-08-30,2021-09-05,35,5,2,1
2021-08-30,2021-09-05,35,6,1,0
2021-08-30,2021-09-05,35,7,0,0
2021-08-30,2021-09-05,35,8,0,0
2021-08-30,2021-09-05,35,9,0,0
2021-08-30,2021-09-05,35,10,0,0
2021-08-30,2021-09-05,35,11,13,8
2021-08-30,2021-09-05,35,12,3245,1695
2021-08-30,2021-09-05,35,13,4072,2358
2021-08-30,2021-09-05,35,14,4617,2776
2021-08-30,2021-09-05,35,15,5047,3230
2021-08-30,2021-09-05,35,16,6765,5174
2021-08-30,2021-09-05,35,17,7211,5853
2021-08-30,2021-09-05,35,18,7625,6294
2021-08-30,2021-09-05,35,19,7552,6288
2021-08-30,2021-09-05,35,20,8132,6821
2021-08-30,2021-09-05,35,21,8733,7345
2021-08-30,2021-09-05,35,22,9029,7688
2021-08-30,2021-09-05,35,23,9913,8553
2021-08-30,2021-09-05,35,24,10721,9267
2021-08-30,2021-09-05,35,25,11562,9947
2021-08-30,2021-09-05,35,26,12235,10625
2021-08-30,2021-09-05,35,27,13721,12059
2021-08-30,2021-09-05,35,28,14355,12579
2021-08-30,2021-09-05,35,29,15376,13534
2021-08-30,2021-09-05,35,30,15883,13917
2021-08-30,2021-09-05,35,31,16405,14397
2021-08-30,2021-09-05,35,32,16621,14625
2021-08-30,2021-09-05,35,33,16729,14670
2021-08-30,2021-09-05,35,34,16743,14771
2021-08-30,2021-09-05,35,35,16872,14866
2021-08-30,2021-09-05,35,36,16730,14711
2021-08-30,2021-09-05,35,37,16811,14867
2021-08-30,2021-09-05,35,38,16761,14775
2021-08-30,2021-09-05,35,39,17015,15148
2021-08-30,2021-09-05,35,40,17182,15215
2021-08-30,2021-09-05,35,41,17069,15242
2021-08-30,2021-09-05,35,42,16451,14680
2021-08-30,2021-09-05,35,43,16326,14592
2021-08-30,2021-09-05,35,44,16399,14598
2021-08-30,2021-09-05,35,45,15774,14026
2021-08-30,2021-09-05,35,46,16076,14388
2021-08-30,2021-09-05,35,47,15644,13987
2021-08-30,2021-09-05,35,48,15434,13861
2021-08-30,2021-09-05,35,49,16270,14626
2021-08-30,2021-09-05,35,50,16438,14854
2021-08-30,2021-09-05,35,51,16961,15383
2021-08-30,2021-09-05,35,52,17264,15616
2021-08-30,2021-09-05,35,53,17359,15773
2021-08-30,2021-09-05,35,54,17278,15746
2021-08-30,2021-09-05,35,55,17328,15763
2021-08-30,2021-09-05,35,56,17240,15744
2021-08-30,2021-09-05,35,57,17029,15523
2021-08-30,2021-09-05,35,58,16151,14901
2021-08-30,2021-09-05,35,59,15493,14155
2021-08-30,2021-09-05,35,60,14704,13506
2021-08-30,2021-09-05,35,61,14283,13150
2021-08-30,2021-09-05,35,62,13729,12707
2021-08-30,2021-09-05,35,63,13122,12197
2021-08-30,2021-09-05,35,64,12550,11691
2021-08-30,2021-09-05,35,65,12198,11438
2021-08-30,2021-09-05,35,66,11843,11203
2021-08-30,2021-09-05,35,67,11280,10701
2021-08-30,2021-09-05,35,68,11123,10562
2021-08-30,2021-09-05,35,69,11152,10568
2021-08-30,2021-09-05,35,70,10988,10457
2021-08-30,2021-09-05,35,71,11102,10571
2021-08-30,2021-09-05,35,72,10890,10419
2021-08-30,2021-09-05,35,73,10923,10427
2021-08-30,2021-09-05,35,74,10952,10515
2021-08-30,2021-09-05,35,75,11037,10619
2021-08-30,2021-09-05,35,76,10430,10089
2021-08-30,2021-09-05,35,77,10328,9943
2021-08-30,2021-09-05,35,78,9778,9467
2021-08-30,2021-09-05,35,79,8978,8682
2021-08-30,2021-09-05,35,80,8306,8079
2021-08-30,2021-09-05,35,81,7234,7015
2021-08-30,2021-09-05,35,82,6992,6785
2021-08-30,2021-09-05,35,83,6411,6170
2021-08-30,2021-09-05,35,84,5663,5492
2021-08-30,2021-09-05,35,85,5430,5258
2021-08-30,2021-09-05,35,86,5092,4931
2021-08-30,2021-09-05,35,87,4350,4225
2021-08-30,2021-09-05,35,88,3727,3589
2021-08-30,2021-09-05,35,89,3294,3195
2021-08-30,2021-09-05,35,90,2807,2699
2021-08-30,2021-09-05,35,91,2345,2243
2021-08-30,2021-09-05,35,92,1856,1787
2021-08-30,2021-09-05,35,93,1447,1385
2021-08-30,2021-09-05,35,94,1036,1004
2021-08-30,2021-09-05,35,95,812,773
2021-08-30,2021-09-05,35,96,623,589
2021-08-30,2021-09-05,35,97,409,393
2021-08-30,2021-09-05,35,98,259,248
2021-08-30,2021-09-05,35,99,184,174
2021-08-30,2021-09-05,35,100+,253,237
2021-08-30,2021-09-05,35,NA,8,7
2021-09-06,2021-09-12,36,0,15,8
2021-09-06,2021-09-12,36,1,0,0
2021-09-06,2021-09-12,36,2,1,1
2021-09-06,2021-09-12,36,3,3,2
2021-09-06,2021-09-12,36,4,0,0
2021-09-06,2021-09-12,36,5,2,1
2021-09-06,2021-09-12,36,6,1,0
2021-09-06,2021-09-12,36,7,0,0
2021-09-06,2021-09-12,36,8,0,0
2021-09-06,2021-09-12,36,9,0,0
2021-09-06,2021-09-12,36,10,0,0
2021-09-06,2021-09-12,36,11,15,9
2021-09-06,2021-09-12,36,12,3823,1835
2021-09-06,2021-09-12,36,13,4656,2526
2021-09-06,2021-09-12,36,14,5159,2938
2021-09-06,2021-09-12,36,15,5663,3461
2021-09-06,2021-09-12,36,16,7419,5326
2021-09-06,2021-09-12,36,17,7758,5957
2021-09-06,2021-09-12,36,18,8107,6396
2021-09-06,2021-09-12,36,19,7946,6384
2021-09-06,2021-09-12,36,20,8539,6932
2021-09-06,2021-09-12,36,21,9139,7438
2021-09-06,2021-09-12,36,22,9446,7767
2021-09-06,2021-09-12,36,23,10332,8659
2021-09-06,2021-09-12,36,24,11103,9375
2021-09-06,2021-09-12,36,25,11977,10065
2021-09-06,2021-09-12,36,26,12642,10768
2021-09-06,2021-09-12,36,27,14153,12195
2021-09-06,2021-09-12,36,28,14792,12731
2021-09-06,2021-09-12,36,29,15864,13702
2021-09-06,2021-09-12,36,30,16352,14078
2021-09-06,2021-09-12,36,31,16896,14562
2021-09-06,2021-09-12,36,32,17103,14791
2021-09-06,2021-09-12,36,33,17214,14835
2021-09-06,2021-09-12,36,34,17214,14928
2021-09-06,2021-09-12,36,35,17366,15041
2021-09-06,2021-09-12,36,36,17275,14871
2021-09-06,2021-09-12,36,37,17323,15040
2021-09-06,2021-09-12,36,38,17284,14930
2021-09-06,2021-09-12,36,39,17547,15271
2021-09-06,2021-09-12,36,40,17661,15359
2021-09-06,2021-09-12,36,41,17529,15368
2021-09-06,2021-09-12,36,42,16883,14803
2021-09-06,2021-09-12,36,43,16764,14695
2021-09-06,2021-09-12,36,44,16829,14718
2021-09-06,2021-09-12,36,45,16174,14138
2021-09-06,2021-09-12,36,46,16468,14516
2021-09-06,2021-09-12,36,47,16010,14094
2021-09-06,2021-09-12,36,48,15797,13960
2021-09-06,2021-09-12,36,49,16619,14751
2021-09-06,2021-09-12,36,50,16761,14968
2021-09-06,2021-09-12,36,51,17271,15474
2021-09-06,2021-09-12,36,52,17561,15713
2021-09-06,2021-09-12,36,53,17668,15867
2021-09-06,2021-09-12,36,54,17562,15844
2021-09-06,2021-09-12,36,55,17608,15879
2021-09-06,2021-09-12,36,56,17524,15845
2021-09-06,2021-09-12,36,57,17315,15622
2021-09-06,2021-09-12,36,58,16387,14975
2021-09-06,2021-09-12,36,59,15709,14263
2021-09-06,2021-09-12,36,60,14916,13580
2021-09-06,2021-09-12,36,61,14486,13217
2021-09-06,2021-09-12,36,62,13900,12768
2021-09-06,2021-09-12,36,63,13259,12257
2021-09-06,2021-09-12,36,64,12706,11741
2021-09-06,2021-09-12,36,65,12296,11491
2021-09-06,2021-09-12,36,66,11958,11237
2021-09-06,2021-09-12,36,67,11390,10740
2021-09-06,2021-09-12,36,68,11214,10590
2021-09-06,2021-09-12,36,69,11237,10598
2021-09-06,2021-09-12,36,70,11069,10482
2021-09-06,2021-09-12,36,71,11175,10600
2021-09-06,2021-09-12,36,72,10965,10433
2021-09-06,2021-09-12,36,73,10987,10455
2021-09-06,2021-09-12,36,74,11005,10538
2021-09-06,2021-09-12,36,75,11102,10642
2021-09-06,2021-09-12,36,76,10499,10112
2021-09-06,2021-09-12,36,77,10378,9964
2021-09-06,2021-09-12,36,78,9819,9489
2021-09-06,2021-09-12,36,79,9013,8698
2021-09-06,2021-09-12,36,80,8336,8095
2021-09-06,2021-09-12,36,81,7262,7026
2021-09-06,2021-09-12,36,82,7027,6792
2021-09-06,2021-09-12,36,83,6441,6178
2021-09-06,2021-09-12,36,84,5683,5496
2021-09-06,2021-09-12,36,85,5460,5264
2021-09-06,2021-09-12,36,86,5116,4939
2021-09-06,2021-09-12,36,87,4359,4230
2021-09-06,2021-09-12,36,88,3745,3594
2021-09-06,2021-09-12,36,89,3305,3200
2021-09-06,2021-09-12,36,90,2818,2703
2021-09-06,2021-09-12,36,91,2355,2244
2021-09-06,2021-09-12,36,92,1861,1790
2021-09-06,2021-09-12,36,93,1453,1388
2021-09-06,2021-09-12,36,94,1039,1005
2021-09-06,2021-09-12,36,95,815,773
2021-09-06,2021-09-12,36,96,624,590
2021-09-06,2021-09-12,36,97,410,393
2021-09-06,2021-09-12,36,98,260,248
2021-09-06,2021-09-12,36,99,184,174
2021-09-06,2021-09-12,36,100+,254,237
2021-09-06,2021-09-12,36,NA,8,7
