date,ageclass,gender,ncumul_firstvacc,ncumul_secondvacc
2021-02-26,30-39,f,3088,1175
2021-02-26,30-39,m,2081,788
2021-02-26,40-49,d,0,0
2021-02-26,40-49,f,3922,1305
2021-02-26,40-49,m,2613,892
2021-02-26,50-59,d,1,0
2021-02-26,50-59,f,6070,1782
2021-02-26,50-59,m,4222,1426
2021-02-26,60-69,d,2,1
2021-02-26,60-69,f,5245,1802
2021-02-26,60-69,m,4723,1974
2021-02-26,70-79,d,9,1
2021-02-26,70-79,f,9709,4629
2021-02-26,70-79,m,9267,4803
2021-02-26,80+,d,7,0
2021-02-26,80+,f,18896,7686
2021-02-26,80+,m,13016,6847
2021-02-26,NA,d,0,0
2021-02-26,NA,f,17,2
2021-02-26,NA,m,7,1
2021-02-27,0-9,d,0,0
2021-02-27,0-9,f,13,1
2021-02-27,0-9,m,3,2
2021-02-27,10-19,d,0,0
2021-02-27,10-19,f,256,54
2021-02-27,10-19,m,151,23
2021-02-27,20-29,d,1,0
2021-02-27,20-29,f,1984,678
2021-02-27,20-29,m,1203,332
2021-02-27,30-39,d,1,0
2021-02-27,30-39,f,3112,1204
2021-02-27,30-39,m,2093,799
2021-02-27,40-49,d,0,0
2021-02-27,40-49,f,3952,1353
2021-02-27,40-49,m,2628,914
2021-02-27,50-59,d,1,0
2021-02-27,50-59,f,6110,1854
2021-02-27,50-59,m,4248,1467
2021-02-27,60-69,d,2,1
2021-02-27,60-69,f,5266,1872
2021-02-27,60-69,m,4743,2027
2021-02-27,70-79,d,9,1
2021-02-27,70-79,f,9722,4813
2021-02-27,70-79,m,9278,4960
2021-02-27,80+,d,7,0
2021-02-27,80+,f,18933,7926
2021-02-27,80+,m,13034,7015
2021-02-27,NA,d,0,0
2021-02-27,NA,f,17,2
2021-02-27,NA,m,7,1
2021-02-28,0-9,d,0,0
2021-02-28,0-9,f,13,1
2021-02-28,0-9,m,3,2
2021-02-28,10-19,d,0,0
2021-02-28,10-19,f,256,54
2021-02-28,10-19,m,151,23
2021-02-28,20-29,d,1,0
2021-02-28,20-29,f,1984,678
2021-02-28,20-29,m,1203,332
2021-02-28,30-39,d,1,0
2021-02-28,30-39,f,3112,1204
2021-02-28,30-39,m,2096,799
2021-02-28,40-49,d,0,0
2021-02-28,40-49,f,3952,1354
2021-02-28,40-49,m,2628,914
2021-02-28,50-59,d,1,0
2021-02-28,50-59,f,6111,1856
2021-02-28,50-59,m,4251,1467
2021-02-28,60-69,d,2,1
2021-02-28,60-69,f,5266,1873
2021-02-28,60-69,m,4744,2031
2021-02-28,70-79,d,9,1
2021-02-28,70-79,f,9722,4815
2021-02-28,70-79,m,9278,4962
2021-02-28,80+,d,7,0
2021-02-28,80+,f,18934,7931
2021-02-28,80+,m,13035,7020
2021-02-28,NA,d,0,0
2021-02-28,NA,f,17,2
2021-02-28,NA,m,7,1
2021-03-01,0-9,d,0,0
2021-03-01,0-9,f,13,1
2021-03-01,0-9,m,3,2
2021-03-01,10-19,d,0,0
2021-03-01,10-19,f,256,55
2021-03-01,10-19,m,151,23
2021-03-01,20-29,d,1,0
2021-03-01,20-29,f,1987,683
2021-03-01,20-29,m,1203,336
2021-03-01,30-39,d,1,0
2021-03-01,30-39,f,3114,1213
2021-03-01,30-39,m,2100,807
2021-03-01,40-49,d,0,0
2021-03-01,40-49,f,3956,1383
2021-03-01,40-49,m,2637,933
2021-03-01,50-59,d,1,0
2021-03-01,50-59,f,6127,1901
2021-03-01,50-59,m,4270,1525
2021-03-01,60-69,d,2,1
2021-03-01,60-69,f,5278,1943
2021-03-01,60-69,m,4770,2100
2021-03-01,70-79,d,9,4
2021-03-01,70-79,f,9743,5106
2021-03-01,70-79,m,9316,5222
2021-03-01,80+,d,7,1
2021-03-01,80+,f,18990,8332
2021-03-01,80+,m,13093,7368
2021-03-01,NA,d,0,0
2021-03-01,NA,f,17,2
2021-03-01,NA,m,7,1
2021-03-02,0-9,d,0,0
2021-03-02,0-9,f,13,1
2021-03-02,0-9,m,3,2
2021-03-02,10-19,d,0,0
2021-03-02,10-19,f,258,58
2021-03-02,10-19,m,151,29
2021-03-02,20-29,d,1,0
2021-03-02,20-29,f,2000,723
2021-03-02,20-29,m,1213,381
2021-03-02,30-39,d,1,0
2021-03-02,30-39,f,3130,1282
2021-03-02,30-39,m,2108,873
2021-03-02,40-49,d,0,0
2021-03-02,40-49,f,3983,1479
2021-03-02,40-49,m,2651,1031
2021-03-02,50-59,d,1,0
2021-03-02,50-59,f,6160,2067
2021-03-02,50-59,m,4297,1685
2021-03-02,60-69,d,2,1
2021-03-02,60-69,f,5310,2094
2021-03-02,60-69,m,4819,2270
2021-03-02,70-79,d,9,4
2021-03-02,70-79,f,9787,5483
2021-03-02,70-79,m,9359,5538
2021-03-02,80+,d,7,2
2021-03-02,80+,f,19061,8909
2021-03-02,80+,m,13169,7822
2021-03-02,NA,d,0,0
2021-03-02,NA,f,18,2
2021-03-02,NA,m,7,1
2021-03-03,0-9,d,0,0
2021-03-03,0-9,f,13,1
2021-03-03,0-9,m,3,2
2021-03-03,10-19,d,0,0
2021-03-03,10-19,f,269,72
2021-03-03,10-19,m,152,38
2021-03-03,20-29,d,1,0
2021-03-03,20-29,f,2038,807
2021-03-03,20-29,m,1236,434
2021-03-03,30-39,d,1,0
2021-03-03,30-39,f,3214,1432
2021-03-03,30-39,m,2153,961
2021-03-03,40-49,d,0,0
2021-03-03,40-49,f,4064,1651
2021-03-03,40-49,m,2686,1171
2021-03-03,50-59,d,1,1
2021-03-03,50-59,f,6232,2388
2021-03-03,50-59,m,4347,1894
2021-03-03,60-69,d,2,1
2021-03-03,60-69,f,5353,2406
2021-03-03,60-69,m,4858,2535
2021-03-03,70-79,d,9,5
2021-03-03,70-79,f,9872,5991
2021-03-03,70-79,m,9430,5967
2021-03-03,80+,d,7,2
2021-03-03,80+,f,19248,9930
2021-03-03,80+,m,13294,8354
2021-03-03,NA,d,0,0
2021-03-03,NA,f,18,2
2021-03-03,NA,m,7,2
2021-03-04,0-9,d,0,0
2021-03-04,0-9,f,13,1
2021-03-04,0-9,m,3,2
2021-03-04,10-19,d,0,0
2021-03-04,10-19,f,280,97
2021-03-04,10-19,m,158,52
2021-03-04,20-29,d,1,0
2021-03-04,20-29,f,2125,963
2021-03-04,20-29,m,1266,525
2021-03-04,30-39,d,1,0
2021-03-04,30-39,f,3345,1638
2021-03-04,30-39,m,2230,1077
2021-03-04,40-49,d,1,0
2021-03-04,40-49,f,4178,1901
2021-03-04,40-49,m,2751,1339
2021-03-04,50-59,d,1,1
2021-03-04,50-59,f,6375,2719
2021-03-04,50-59,m,4406,2142
2021-03-04,60-69,d,2,1
2021-03-04,60-69,f,5429,2657
2021-03-04,60-69,m,4914,2756
2021-03-04,70-79,d,9,5
2021-03-04,70-79,f,9955,6368
2021-03-04,70-79,m,9497,6307
2021-03-04,80+,d,7,2
2021-03-04,80+,f,19362,10662
2021-03-04,80+,m,13412,8707
2021-03-04,NA,d,0,0
2021-03-04,NA,f,18,2
2021-03-04,NA,m,7,4
2021-03-05,0-9,d,0,0
2021-03-05,0-9,f,13,1
2021-03-05,0-9,m,4,2
2021-03-05,10-19,d,0,0
2021-03-05,10-19,f,291,117
2021-03-05,10-19,m,161,57
2021-03-05,20-29,d,1,0
2021-03-05,20-29,f,2242,1075
2021-03-05,20-29,m,1304,566
2021-03-05,30-39,d,1,0
2021-03-05,30-39,f,3492,1766
2021-03-05,30-39,m,2289,1167
2021-03-05,40-49,d,1,0
2021-03-05,40-49,f,4316,2077
2021-03-05,40-49,m,2803,1476
2021-03-05,50-59,d,1,1
2021-03-05,50-59,f,6494,3053
2021-03-05,50-59,m,4457,2331
2021-03-05,60-69,d,2,1
2021-03-05,60-69,f,5526,2912
2021-03-05,60-69,m,4967,2977
2021-03-05,70-79,d,10,6
2021-03-05,70-79,f,10035,6775
2021-03-05,70-79,m,9580,6666
2021-03-05,80+,d,7,2
2021-03-05,80+,f,19488,11480
2021-03-05,80+,m,13510,9121
2021-03-05,NA,d,0,0
2021-03-05,NA,f,18,4
2021-03-05,NA,m,7,4
2021-03-06,0-9,d,0,0
2021-03-06,0-9,f,13,1
2021-03-06,0-9,m,4,2
2021-03-06,10-19,d,0,0
2021-03-06,10-19,f,291,118
2021-03-06,10-19,m,161,57
2021-03-06,20-29,d,1,0
2021-03-06,20-29,f,2244,1083
2021-03-06,20-29,m,1310,572
2021-03-06,30-39,d,1,0
2021-03-06,30-39,f,3495,1776
2021-03-06,30-39,m,2289,1176
2021-03-06,40-49,d,1,0
2021-03-06,40-49,f,4318,2093
2021-03-06,40-49,m,2804,1481
2021-03-06,50-59,d,1,1
2021-03-06,50-59,f,6498,3083
2021-03-06,50-59,m,4463,2350
2021-03-06,60-69,d,2,1
2021-03-06,60-69,f,5530,2947
2021-03-06,60-69,m,4971,3012
2021-03-06,70-79,d,10,6
2021-03-06,70-79,f,10045,6839
2021-03-06,70-79,m,9589,6719
2021-03-06,80+,d,7,2
2021-03-06,80+,f,19492,11595
2021-03-06,80+,m,13517,9157
2021-03-06,NA,d,0,0
2021-03-06,NA,f,18,4
2021-03-06,NA,m,7,4
2021-03-07,0-9,d,0,0
2021-03-07,0-9,f,13,1
2021-03-07,0-9,m,4,2
2021-03-07,10-19,d,0,0
2021-03-07,10-19,f,291,118
2021-03-07,10-19,m,161,57
2021-03-07,20-29,d,1,0
2021-03-07,20-29,f,2244,1084
2021-03-07,20-29,m,1310,572
2021-03-07,30-39,d,1,0
2021-03-07,30-39,f,3496,1778
2021-03-07,30-39,m,2289,1176
2021-03-07,40-49,d,1,0
2021-03-07,40-49,f,4320,2093
2021-03-07,40-49,m,2806,1481
2021-03-07,50-59,d,1,1
2021-03-07,50-59,f,6499,3083
2021-03-07,50-59,m,4463,2352
2021-03-07,60-69,d,2,1
2021-03-07,60-69,f,5530,2950
2021-03-07,60-69,m,4972,3017
2021-03-07,70-79,d,10,6
2021-03-07,70-79,f,10045,6843
2021-03-07,70-79,m,9589,6724
2021-03-07,80+,d,7,2
2021-03-07,80+,f,19493,11598
2021-03-07,80+,m,13517,9160
2021-03-07,NA,d,0,0
2021-03-07,NA,f,18,4
2021-03-07,NA,m,7,4
2021-03-08,0-9,d,0,0
2021-03-08,0-9,f,13,1
2021-03-08,0-9,m,4,2
2021-03-08,10-19,d,0,0
2021-03-08,10-19,f,292,120
2021-03-08,10-19,m,163,58
2021-03-08,20-29,d,1,0
2021-03-08,20-29,f,2304,1090
2021-03-08,20-29,m,1329,578
2021-03-08,30-39,d,1,0
2021-03-08,30-39,f,3577,1819
2021-03-08,30-39,m,2333,1201
2021-03-08,40-49,d,1,0
2021-03-08,40-49,f,4430,2144
2021-03-08,40-49,m,2867,1524
2021-03-08,50-59,d,1,1
2021-03-08,50-59,f,6647,3157
2021-03-08,50-59,m,4549,2418
2021-03-08,60-69,d,2,1
2021-03-08,60-69,f,5639,3061
2021-03-08,60-69,m,5069,3108
2021-03-08,70-79,d,10,6
2021-03-08,70-79,f,10254,7026
2021-03-08,70-79,m,9784,6899
2021-03-08,80+,d,7,2
2021-03-08,80+,f,19729,11922
2021-03-08,80+,m,13741,9377
2021-03-08,NA,d,0,0
2021-03-08,NA,f,19,4
2021-03-08,NA,m,7,4
2021-03-09,0-9,d,0,0
2021-03-09,0-9,f,13,1
2021-03-09,0-9,m,4,2
2021-03-09,10-19,d,0,0
2021-03-09,10-19,f,300,123
2021-03-09,10-19,m,165,60
2021-03-09,20-29,d,1,0
2021-03-09,20-29,f,2484,1101
2021-03-09,20-29,m,1389,598
2021-03-09,30-39,d,1,0
2021-03-09,30-39,f,3832,1850
2021-03-09,30-39,m,2499,1228
2021-03-09,40-49,d,1,0
2021-03-09,40-49,f,4702,2194
2021-03-09,40-49,m,3033,1559
2021-03-09,50-59,d,1,1
2021-03-09,50-59,f,6973,3244
2021-03-09,50-59,m,4753,2487
2021-03-09,60-69,d,2,1
2021-03-09,60-69,f,5852,3143
2021-03-09,60-69,m,5219,3198
2021-03-09,70-79,d,10,6
2021-03-09,70-79,f,10458,7234
2021-03-09,70-79,m,9999,7110
2021-03-09,80+,d,7,3
2021-03-09,80+,f,19971,12181
2021-03-09,80+,m,13944,9596
2021-03-09,NA,d,0,0
2021-03-09,NA,f,19,4
2021-03-09,NA,m,7,4
2021-03-10,0-9,d,0,0
2021-03-10,0-9,f,13,1
2021-03-10,0-9,m,4,2
2021-03-10,10-19,d,0,0
2021-03-10,10-19,f,321,125
2021-03-10,10-19,m,171,60
2021-03-10,20-29,d,1,0
2021-03-10,20-29,f,2682,1108
2021-03-10,20-29,m,1447,601
2021-03-10,30-39,d,1,0
2021-03-10,30-39,f,4108,1867
2021-03-10,30-39,m,2633,1240
2021-03-10,40-49,d,1,0
2021-03-10,40-49,f,5024,2223
2021-03-10,40-49,m,3194,1583
2021-03-10,50-59,d,1,1
2021-03-10,50-59,f,7332,3299
2021-03-10,50-59,m,4949,2530
2021-03-10,60-69,d,2,1
2021-03-10,60-69,f,6119,3235
2021-03-10,60-69,m,5427,3271
2021-03-10,70-79,d,10,6
2021-03-10,70-79,f,10716,7463
2021-03-10,70-79,m,10251,7318
2021-03-10,80+,d,7,3
2021-03-10,80+,f,20298,12521
2021-03-10,80+,m,14190,9826
2021-03-10,NA,d,0,0
2021-03-10,NA,f,19,5
2021-03-10,NA,m,7,4
2021-03-11,0-9,d,0,0
2021-03-11,0-9,f,13,1
2021-03-11,0-9,m,4,2
2021-03-11,10-19,d,0,0
2021-03-11,10-19,f,340,133
2021-03-11,10-19,m,178,63
2021-03-11,20-29,d,1,0
2021-03-11,20-29,f,2858,1169
2021-03-11,20-29,m,1519,636
2021-03-11,30-39,d,1,0
2021-03-11,30-39,f,4349,1940
2021-03-11,30-39,m,2742,1285
2021-03-11,40-49,d,1,0
2021-03-11,40-49,f,5260,2298
2021-03-11,40-49,m,3328,1643
2021-03-11,50-59,d,1,1
2021-03-11,50-59,f,7683,3434
2021-03-11,50-59,m,5173,2621
2021-03-11,60-69,d,2,1
2021-03-11,60-69,f,6363,3378
2021-03-11,60-69,m,5656,3365
2021-03-11,70-79,d,10,6
2021-03-11,70-79,f,11015,7761
2021-03-11,70-79,m,10553,7525
2021-03-11,80+,d,8,3
2021-03-11,80+,f,20719,12882
2021-03-11,80+,m,14476,10071
2021-03-11,NA,d,0,0
2021-03-11,NA,f,19,6
2021-03-11,NA,m,7,4
2021-03-12,0-9,d,0,0
2021-03-12,0-9,f,13,1
2021-03-12,0-9,m,4,2
2021-03-12,10-19,d,0,0
2021-03-12,10-19,f,355,138
2021-03-12,10-19,m,186,65
2021-03-12,20-29,d,1,0
2021-03-12,20-29,f,2958,1217
2021-03-12,20-29,m,1554,659
2021-03-12,30-39,d,1,0
2021-03-12,30-39,f,4464,2001
2021-03-12,30-39,m,2802,1327
2021-03-12,40-49,d,1,0
2021-03-12,40-49,f,5368,2384
2021-03-12,40-49,m,3405,1695
2021-03-12,50-59,d,1,1
2021-03-12,50-59,f,7859,3558
2021-03-12,50-59,m,5308,2733
2021-03-12,60-69,d,2,1
2021-03-12,60-69,f,6539,3485
2021-03-12,60-69,m,5828,3461
2021-03-12,70-79,d,10,7
2021-03-12,70-79,f,11301,7945
2021-03-12,70-79,m,10801,7710
2021-03-12,80+,d,8,3
2021-03-12,80+,f,21003,13110
2021-03-12,80+,m,14713,10244
2021-03-12,NA,d,0,0
2021-03-12,NA,f,19,7
2021-03-12,NA,m,7,4
2021-03-13,0-9,d,0,0
2021-03-13,0-9,f,13,1
2021-03-13,0-9,m,4,2
2021-03-13,10-19,d,0,0
2021-03-13,10-19,f,355,140
2021-03-13,10-19,m,186,66
2021-03-13,20-29,d,1,0
2021-03-13,20-29,f,2959,1224
2021-03-13,20-29,m,1555,665
2021-03-13,30-39,d,1,0
2021-03-13,30-39,f,4469,2011
2021-03-13,30-39,m,2807,1338
2021-03-13,40-49,d,1,0
2021-03-13,40-49,f,5371,2402
2021-03-13,40-49,m,3411,1708
2021-03-13,50-59,d,1,1
2021-03-13,50-59,f,7868,3592
2021-03-13,50-59,m,5320,2754
2021-03-13,60-69,d,2,1
2021-03-13,60-69,f,6572,3526
2021-03-13,60-69,m,5855,3491
2021-03-13,70-79,d,10,7
2021-03-13,70-79,f,11349,7986
2021-03-13,70-79,m,10836,7741
2021-03-13,80+,d,8,3
2021-03-13,80+,f,21061,13189
2021-03-13,80+,m,14757,10285
2021-03-13,NA,d,0,0
2021-03-13,NA,f,19,7
2021-03-13,NA,m,7,4
2021-03-14,0-9,d,0,0
2021-03-14,0-9,f,13,1
2021-03-14,0-9,m,4,2
2021-03-14,10-19,d,0,0
2021-03-14,10-19,f,355,141
2021-03-14,10-19,m,186,67
2021-03-14,20-29,d,1,0
2021-03-14,20-29,f,2960,1235
2021-03-14,20-29,m,1555,672
2021-03-14,30-39,d,1,0
2021-03-14,30-39,f,4473,2019
2021-03-14,30-39,m,2809,1346
2021-03-14,40-49,d,1,0
2021-03-14,40-49,f,5374,2424
2021-03-14,40-49,m,3416,1719
2021-03-14,50-59,d,1,1
2021-03-14,50-59,f,7872,3602
2021-03-14,50-59,m,5323,2765
2021-03-14,60-69,d,2,1
2021-03-14,60-69,f,6579,3531
2021-03-14,60-69,m,5858,3499
2021-03-14,70-79,d,10,7
2021-03-14,70-79,f,11351,7989
2021-03-14,70-79,m,10840,7744
2021-03-14,80+,d,8,3
2021-03-14,80+,f,21062,13190
2021-03-14,80+,m,14757,10286
2021-03-14,NA,d,0,0
2021-03-14,NA,f,19,7
2021-03-14,NA,m,7,4
2021-03-15,0-9,d,0,0
2021-03-15,0-9,f,13,1
2021-03-15,0-9,m,4,2
2021-03-15,10-19,d,0,0
2021-03-15,10-19,f,357,141
2021-03-15,10-19,m,189,67
2021-03-15,20-29,d,1,0
2021-03-15,20-29,f,3009,1244
2021-03-15,20-29,m,1570,678
2021-03-15,30-39,d,1,0
2021-03-15,30-39,f,4543,2031
2021-03-15,30-39,m,2849,1355
2021-03-15,40-49,d,1,0
2021-03-15,40-49,f,5438,2432
2021-03-15,40-49,m,3468,1726
2021-03-15,50-59,d,1,1
2021-03-15,50-59,f,7965,3620
2021-03-15,50-59,m,5407,2784
2021-03-15,60-69,d,2,1
2021-03-15,60-69,f,6691,3566
2021-03-15,60-69,m,5940,3539
2021-03-15,70-79,d,10,7
2021-03-15,70-79,f,11479,8077
2021-03-15,70-79,m,10975,7827
2021-03-15,80+,d,8,3
2021-03-15,80+,f,21206,13292
2021-03-15,80+,m,14882,10366
2021-03-15,NA,d,0,0
2021-03-15,NA,f,19,7
2021-03-15,NA,m,7,4
2021-03-16,0-9,d,0,0
2021-03-16,0-9,f,13,1
2021-03-16,0-9,m,4,2
2021-03-16,10-19,d,0,0
2021-03-16,10-19,f,364,163
2021-03-16,10-19,m,191,73
2021-03-16,20-29,d,1,0
2021-03-16,20-29,f,3124,1311
2021-03-16,20-29,m,1613,734
2021-03-16,30-39,d,1,0
2021-03-16,30-39,f,4731,2135
2021-03-16,30-39,m,2948,1435
2021-03-16,40-49,d,1,0
2021-03-16,40-49,f,5684,2559
2021-03-16,40-49,m,3597,1792
2021-03-16,50-59,d,1,1
2021-03-16,50-59,f,8223,3828
2021-03-16,50-59,m,5591,2924
2021-03-16,60-69,d,2,1
2021-03-16,60-69,f,6895,3685
2021-03-16,60-69,m,6139,3646
2021-03-16,70-79,d,10,7
2021-03-16,70-79,f,11679,8217
2021-03-16,70-79,m,11208,7958
2021-03-16,80+,d,8,3
2021-03-16,80+,f,21396,13734
2021-03-16,80+,m,15045,10578
2021-03-16,NA,d,0,0
2021-03-16,NA,f,19,8
2021-03-16,NA,m,7,5
2021-03-17,0-9,d,0,0
2021-03-17,0-9,f,13,2
2021-03-17,0-9,m,4,2
2021-03-17,10-19,d,0,0
2021-03-17,10-19,f,380,195
2021-03-17,10-19,m,197,96
2021-03-17,20-29,d,1,0
2021-03-17,20-29,f,3251,1495
2021-03-17,20-29,m,1664,861
2021-03-17,30-39,d,1,0
2021-03-17,30-39,f,4935,2405
2021-03-17,30-39,m,3043,1631
2021-03-17,40-49,d,1,0
2021-03-17,40-49,f,5928,2916
2021-03-17,40-49,m,3727,2028
2021-03-17,50-59,d,1,1
2021-03-17,50-59,f,8479,4399
2021-03-17,50-59,m,5779,3260
2021-03-17,60-69,d,2,1
2021-03-17,60-69,f,7134,4064
2021-03-17,60-69,m,6341,3890
2021-03-17,70-79,d,10,7
2021-03-17,70-79,f,11964,8524
2021-03-17,70-79,m,11479,8169
2021-03-17,80+,d,9,3
2021-03-17,80+,f,21723,14698
2021-03-17,80+,m,15287,11034
2021-03-17,NA,d,0,0
2021-03-17,NA,f,19,10
2021-03-17,NA,m,7,5
2021-03-18,0-9,d,0,0
2021-03-18,0-9,f,13,12
2021-03-18,0-9,m,4,2
2021-03-18,10-19,d,0,0
2021-03-18,10-19,f,394,210
2021-03-18,10-19,m,199,108
2021-03-18,20-29,d,1,0
2021-03-18,20-29,f,3328,1588
2021-03-18,20-29,m,1700,940
2021-03-18,30-39,d,1,1
2021-03-18,30-39,f,5116,2599
2021-03-18,30-39,m,3105,1737
2021-03-18,40-49,d,1,0
2021-03-18,40-49,f,6141,3210
2021-03-18,40-49,m,3805,2159
2021-03-18,50-59,d,1,1
2021-03-18,50-59,f,8689,4919
2021-03-18,50-59,m,5913,3489
2021-03-18,60-69,d,2,2
2021-03-18,60-69,f,7342,4428
2021-03-18,60-69,m,6522,4071
2021-03-18,70-79,d,10,8
2021-03-18,70-79,f,12270,8832
2021-03-18,70-79,m,11772,8437
2021-03-18,80+,d,9,3
2021-03-18,80+,f,22092,15935
2021-03-18,80+,m,15573,11528
2021-03-18,NA,d,0,0
2021-03-18,NA,f,20,12
2021-03-18,NA,m,8,5
2021-03-19,0-9,d,0,0
2021-03-19,0-9,f,13,13
2021-03-19,0-9,m,4,2
2021-03-19,10-19,d,0,0
2021-03-19,10-19,f,402,218
2021-03-19,10-19,m,203,119
2021-03-19,20-29,d,1,0
2021-03-19,20-29,f,3401,1702
2021-03-19,20-29,m,1723,1029
2021-03-19,30-39,d,1,1
2021-03-19,30-39,f,5221,2739
2021-03-19,30-39,m,3158,1842
2021-03-19,40-49,d,1,0
2021-03-19,40-49,f,6273,3421
2021-03-19,40-49,m,3891,2292
2021-03-19,50-59,d,1,1
2021-03-19,50-59,f,8866,5280
2021-03-19,50-59,m,6058,3687
2021-03-19,60-69,d,2,2
2021-03-19,60-69,f,7488,4700
2021-03-19,60-69,m,6708,4281
2021-03-19,70-79,d,10,8
2021-03-19,70-79,f,12508,9123
2021-03-19,70-79,m,11982,8672
2021-03-19,80+,d,9,6
2021-03-19,80+,f,22359,16989
2021-03-19,80+,m,15782,11960
2021-03-19,NA,d,0,0
2021-03-19,NA,f,20,13
2021-03-19,NA,m,8,6
2021-03-20,0-9,d,0,0
2021-03-20,0-9,f,13,13
2021-03-20,0-9,m,4,2
2021-03-20,10-19,d,0,0
2021-03-20,10-19,f,402,221
2021-03-20,10-19,m,204,121
2021-03-20,20-29,d,1,0
2021-03-20,20-29,f,3404,1724
2021-03-20,20-29,m,1726,1044
2021-03-20,30-39,d,1,1
2021-03-20,30-39,f,5229,2783
2021-03-20,30-39,m,3169,1860
2021-03-20,40-49,d,1,0
2021-03-20,40-49,f,6292,3499
2021-03-20,40-49,m,3907,2321
2021-03-20,50-59,d,1,1
2021-03-20,50-59,f,8891,5403
2021-03-20,50-59,m,6074,3754
2021-03-20,60-69,d,2,2
2021-03-20,60-69,f,7514,4779
2021-03-20,60-69,m,6723,4332
2021-03-20,70-79,d,10,8
2021-03-20,70-79,f,12544,9204
2021-03-20,70-79,m,12012,8733
2021-03-20,80+,d,10,6
2021-03-20,80+,f,22405,17421
2021-03-20,80+,m,15810,12123
2021-03-20,NA,d,0,0
2021-03-20,NA,f,20,15
2021-03-20,NA,m,9,7
2021-03-21,0-9,d,0,0
2021-03-21,0-9,f,13,13
2021-03-21,0-9,m,4,2
2021-03-21,10-19,d,0,0
2021-03-21,10-19,f,402,221
2021-03-21,10-19,m,204,121
2021-03-21,20-29,d,1,0
2021-03-21,20-29,f,3404,1724
2021-03-21,20-29,m,1726,1044
2021-03-21,30-39,d,1,1
2021-03-21,30-39,f,5230,2783
2021-03-21,30-39,m,3170,1860
2021-03-21,40-49,d,1,0
2021-03-21,40-49,f,6292,3499
2021-03-21,40-49,m,3908,2321
2021-03-21,50-59,d,1,1
2021-03-21,50-59,f,8892,5403
2021-03-21,50-59,m,6074,3755
2021-03-21,60-69,d,2,2
2021-03-21,60-69,f,7517,4780
2021-03-21,60-69,m,6726,4332
2021-03-21,70-79,d,10,8
2021-03-21,70-79,f,12545,9204
2021-03-21,70-79,m,12012,8733
2021-03-21,80+,d,10,6
2021-03-21,80+,f,22408,17422
2021-03-21,80+,m,15810,12123
2021-03-21,NA,d,0,0
2021-03-21,NA,f,20,15
2021-03-21,NA,m,9,7
2021-03-22,0-9,d,0,0
2021-03-22,0-9,f,13,13
2021-03-22,0-9,m,4,2
2021-03-22,10-19,d,0,0
2021-03-22,10-19,f,406,222
2021-03-22,10-19,m,205,121
2021-03-22,20-29,d,1,0
2021-03-22,20-29,f,3444,1746
2021-03-22,20-29,m,1739,1058
2021-03-22,30-39,d,1,1
2021-03-22,30-39,f,5281,2822
2021-03-22,30-39,m,3204,1895
2021-03-22,40-49,d,1,0
2021-03-22,40-49,f,6337,3540
2021-03-22,40-49,m,3938,2363
2021-03-22,50-59,d,1,1
2021-03-22,50-59,f,8973,5490
2021-03-22,50-59,m,6163,3818
2021-03-22,60-69,d,2,2
2021-03-22,60-69,f,7610,4832
2021-03-22,60-69,m,6823,4398
2021-03-22,70-79,d,10,8
2021-03-22,70-79,f,12696,9273
2021-03-22,70-79,m,12145,8832
2021-03-22,80+,d,10,6
2021-03-22,80+,f,22593,17710
2021-03-22,80+,m,15984,12315
2021-03-22,NA,d,0,0
2021-03-22,NA,f,20,15
2021-03-22,NA,m,9,7
2021-03-23,0-9,d,0,0
2021-03-23,0-9,f,13,13
2021-03-23,0-9,m,4,3
2021-03-23,10-19,d,0,0
2021-03-23,10-19,f,409,226
2021-03-23,10-19,m,208,133
2021-03-23,20-29,d,1,0
2021-03-23,20-29,f,3506,1802
2021-03-23,20-29,m,1760,1118
2021-03-23,30-39,d,1,1
2021-03-23,30-39,f,5355,2888
2021-03-23,30-39,m,3242,1993
2021-03-23,40-49,d,1,0
2021-03-23,40-49,f,6435,3668
2021-03-23,40-49,m,3986,2486
2021-03-23,50-59,d,1,1
2021-03-23,50-59,f,9123,5732
2021-03-23,50-59,m,6274,4017
2021-03-23,60-69,d,2,2
2021-03-23,60-69,f,7778,4984
2021-03-23,60-69,m,6959,4535
2021-03-23,70-79,d,10,8
2021-03-23,70-79,f,12903,9388
2021-03-23,70-79,m,12357,8937
2021-03-23,80+,d,10,6
2021-03-23,80+,f,22838,18010
2021-03-23,80+,m,16180,12506
2021-03-23,NA,d,0,0
2021-03-23,NA,f,23,15
2021-03-23,NA,m,9,7
2021-03-24,0-9,d,0,0
2021-03-24,0-9,f,13,13
2021-03-24,0-9,m,4,3
2021-03-24,10-19,d,0,0
2021-03-24,10-19,f,413,237
2021-03-24,10-19,m,211,137
2021-03-24,20-29,d,1,0
2021-03-24,20-29,f,3615,1828
2021-03-24,20-29,m,1808,1125
2021-03-24,30-39,d,1,1
2021-03-24,30-39,f,5488,2917
2021-03-24,30-39,m,3336,2003
2021-03-24,40-49,d,1,0
2021-03-24,40-49,f,6590,3727
2021-03-24,40-49,m,4058,2511
2021-03-24,50-59,d,1,1
2021-03-24,50-59,f,9328,5809
2021-03-24,50-59,m,6376,4077
2021-03-24,60-69,d,2,2
