date,ageclass,gender,ncumul_registered,ncumul_firstvacc,ncumul_secondvacc
2021-03-14,50-59,d,9,1,1
2021-03-14,50-59,f,15381,7872,3602
2021-03-14,50-59,m,12312,5323,2765
2021-03-14,60-69,d,13,2,1
2021-03-14,60-69,f,17226,6579,3531
2021-03-14,60-69,m,15433,5858,3499
2021-03-14,70-79,d,25,10,7
2021-03-14,70-79,f,25716,11351,7989
2021-03-14,70-79,m,22845,10840,7744
2021-03-14,80+,d,15,8,3
2021-03-14,80+,f,32638,21062,13190
2021-03-14,80+,m,22835,14757,10286
2021-03-14,NA,d,0,0,0
2021-03-14,NA,f,32,19,7
2021-03-14,NA,m,15,7,4
2021-03-15,0-9,d,0,0,0
2021-03-15,0-9,f,13,13,1
2021-03-15,0-9,m,4,4,2
2021-03-15,10-19,d,1,0,0
2021-03-15,10-19,f,662,357,141
2021-03-15,10-19,m,300,189,67
2021-03-15,20-29,d,1,1,0
2021-03-15,20-29,f,5401,3009,1244
2021-03-15,20-29,m,2745,1570,678
2021-03-15,30-39,d,4,1,0
2021-03-15,30-39,f,7966,4543,2031
2021-03-15,30-39,m,5263,2849,1355
2021-03-15,40-49,d,8,1,0
2021-03-15,40-49,f,10285,5438,2432
2021-03-15,40-49,m,7102,3468,1726
2021-03-15,50-59,d,9,1,1
2021-03-15,50-59,f,15381,7965,3620
2021-03-15,50-59,m,12312,5407,2784
2021-03-15,60-69,d,13,2,1
2021-03-15,60-69,f,17226,6691,3566
2021-03-15,60-69,m,15433,5940,3539
2021-03-15,70-79,d,25,10,7
2021-03-15,70-79,f,25716,11479,8077
2021-03-15,70-79,m,22845,10975,7827
2021-03-15,80+,d,15,8,3
2021-03-15,80+,f,32638,21206,13292
2021-03-15,80+,m,22835,14882,10366
2021-03-15,NA,d,0,0,0
2021-03-15,NA,f,32,19,7
2021-03-15,NA,m,15,7,4
2021-03-16,0-9,d,0,0,0
2021-03-16,0-9,f,13,13,1
2021-03-16,0-9,m,4,4,2
2021-03-16,10-19,d,1,0,0
2021-03-16,10-19,f,662,364,163
2021-03-16,10-19,m,300,191,73
2021-03-16,20-29,d,1,1,0
2021-03-16,20-29,f,5401,3124,1311
2021-03-16,20-29,m,2745,1613,734
2021-03-16,30-39,d,4,1,0
2021-03-16,30-39,f,7966,4731,2135
2021-03-16,30-39,m,5263,2948,1435
2021-03-16,40-49,d,8,1,0
2021-03-16,40-49,f,10285,5684,2559
2021-03-16,40-49,m,7102,3597,1792
2021-03-16,50-59,d,9,1,1
2021-03-16,50-59,f,15381,8223,3828
2021-03-16,50-59,m,12312,5591,2924
2021-03-16,60-69,d,13,2,1
2021-03-16,60-69,f,17226,6895,3685
2021-03-16,60-69,m,15433,6139,3646
2021-03-16,70-79,d,25,10,7
2021-03-16,70-79,f,25716,11679,8217
2021-03-16,70-79,m,22845,11208,7958
2021-03-16,80+,d,15,8,3
2021-03-16,80+,f,32638,21396,13734
2021-03-16,80+,m,22835,15045,10578
2021-03-16,NA,d,0,0,0
2021-03-16,NA,f,32,19,8
2021-03-16,NA,m,15,7,5
2021-03-17,0-9,d,0,0,0
2021-03-17,0-9,f,13,13,2
2021-03-17,0-9,m,4,4,2
2021-03-17,10-19,d,1,0,0
2021-03-17,10-19,f,662,380,195
2021-03-17,10-19,m,300,197,96
2021-03-17,20-29,d,1,1,0
2021-03-17,20-29,f,5401,3251,1495
2021-03-17,20-29,m,2745,1664,861
2021-03-17,30-39,d,4,1,0
2021-03-17,30-39,f,7966,4935,2405
2021-03-17,30-39,m,5263,3043,1631
2021-03-17,40-49,d,8,1,0
2021-03-17,40-49,f,10285,5928,2916
2021-03-17,40-49,m,7102,3727,2028
2021-03-17,50-59,d,9,1,1
2021-03-17,50-59,f,15381,8479,4399
2021-03-17,50-59,m,12312,5779,3260
2021-03-17,60-69,d,13,2,1
2021-03-17,60-69,f,17226,7134,4064
2021-03-17,60-69,m,15433,6341,3890
2021-03-17,70-79,d,25,10,7
2021-03-17,70-79,f,25716,11964,8524
2021-03-17,70-79,m,22845,11479,8169
2021-03-17,80+,d,15,9,3
2021-03-17,80+,f,32638,21723,14698
2021-03-17,80+,m,22835,15287,11034
2021-03-17,NA,d,0,0,0
2021-03-17,NA,f,32,19,10
2021-03-17,NA,m,15,7,5
2021-03-18,0-9,d,0,0,0
2021-03-18,0-9,f,13,13,12
2021-03-18,0-9,m,4,4,2
2021-03-18,10-19,d,1,0,0
2021-03-18,10-19,f,662,394,210
2021-03-18,10-19,m,300,199,108
2021-03-18,20-29,d,1,1,0
2021-03-18,20-29,f,5401,3328,1588
2021-03-18,20-29,m,2745,1700,940
2021-03-18,30-39,d,4,1,1
2021-03-18,30-39,f,7966,5116,2599
2021-03-18,30-39,m,5263,3105,1737
2021-03-18,40-49,d,8,1,0
2021-03-18,40-49,f,10285,6141,3210
2021-03-18,40-49,m,7102,3805,2159
2021-03-18,50-59,d,9,1,1
2021-03-18,50-59,f,15381,8689,4919
2021-03-18,50-59,m,12312,5913,3489
2021-03-18,60-69,d,13,2,2
2021-03-18,60-69,f,17226,7342,4428
2021-03-18,60-69,m,15433,6522,4071
2021-03-18,70-79,d,25,10,8
2021-03-18,70-79,f,25716,12270,8832
2021-03-18,70-79,m,22845,11772,8437
2021-03-18,80+,d,15,9,3
2021-03-18,80+,f,32638,22092,15935
2021-03-18,80+,m,22835,15573,11528
2021-03-18,NA,d,0,0,0
2021-03-18,NA,f,32,20,12
2021-03-18,NA,m,15,8,5
2021-03-19,0-9,d,0,0,0
2021-03-19,0-9,f,13,13,13
2021-03-19,0-9,m,4,4,2
2021-03-19,10-19,d,1,0,0
2021-03-19,10-19,f,662,402,218
2021-03-19,10-19,m,300,203,119
2021-03-19,20-29,d,1,1,0
2021-03-19,20-29,f,5401,3401,1702
2021-03-19,20-29,m,2745,1723,1029
2021-03-19,30-39,d,4,1,1
2021-03-19,30-39,f,7966,5221,2739
2021-03-19,30-39,m,5263,3158,1842
2021-03-19,40-49,d,8,1,0
2021-03-19,40-49,f,10285,6273,3421
2021-03-19,40-49,m,7102,3891,2292
2021-03-19,50-59,d,9,1,1
2021-03-19,50-59,f,15381,8866,5280
2021-03-19,50-59,m,12312,6058,3687
2021-03-19,60-69,d,13,2,2
2021-03-19,60-69,f,17226,7488,4700
2021-03-19,60-69,m,15433,6708,4281
2021-03-19,70-79,d,25,10,8
2021-03-19,70-79,f,25716,12508,9123
2021-03-19,70-79,m,22845,11982,8672
2021-03-19,80+,d,15,9,6
2021-03-19,80+,f,32638,22359,16989
2021-03-19,80+,m,22835,15782,11960
2021-03-19,NA,d,0,0,0
2021-03-19,NA,f,32,20,13
2021-03-19,NA,m,15,8,6
2021-03-20,0-9,d,0,0,0
2021-03-20,0-9,f,13,13,13
2021-03-20,0-9,m,4,4,2
2021-03-20,10-19,d,1,0,0
2021-03-20,10-19,f,662,402,221
2021-03-20,10-19,m,300,204,121
2021-03-20,20-29,d,1,1,0
2021-03-20,20-29,f,5401,3404,1724
2021-03-20,20-29,m,2745,1726,1044
2021-03-20,30-39,d,4,1,1
2021-03-20,30-39,f,7966,5229,2783
2021-03-20,30-39,m,5263,3169,1860
2021-03-20,40-49,d,8,1,0
2021-03-20,40-49,f,10285,6292,3499
2021-03-20,40-49,m,7102,3907,2321
2021-03-20,50-59,d,9,1,1
2021-03-20,50-59,f,15381,8891,5403
2021-03-20,50-59,m,12312,6074,3754
2021-03-20,60-69,d,13,2,2
2021-03-20,60-69,f,17226,7514,4779
2021-03-20,60-69,m,15433,6723,4332
2021-03-20,70-79,d,25,10,8
2021-03-20,70-79,f,25716,12544,9204
2021-03-20,70-79,m,22845,12012,8733
2021-03-20,80+,d,15,10,6
2021-03-20,80+,f,32638,22405,17421
2021-03-20,80+,m,22835,15810,12123
2021-03-20,NA,d,0,0,0
2021-03-20,NA,f,32,20,15
2021-03-20,NA,m,15,9,7
2021-03-21,0-9,d,0,0,0
2021-03-21,0-9,f,13,13,13
2021-03-21,0-9,m,4,4,2
2021-03-21,10-19,d,1,0,0
2021-03-21,10-19,f,662,402,221
2021-03-21,10-19,m,300,204,121
2021-03-21,20-29,d,1,1,0
2021-03-21,20-29,f,5401,3404,1724
2021-03-21,20-29,m,2745,1726,1044
2021-03-21,30-39,d,4,1,1
2021-03-21,30-39,f,7966,5230,2783
2021-03-21,30-39,m,5263,3170,1860
2021-03-21,40-49,d,8,1,0
2021-03-21,40-49,f,10285,6292,3499
2021-03-21,40-49,m,7102,3908,2321
2021-03-21,50-59,d,9,1,1
2021-03-21,50-59,f,15381,8892,5403
2021-03-21,50-59,m,12312,6074,3755
2021-03-21,60-69,d,13,2,2
2021-03-21,60-69,f,17226,7517,4780
2021-03-21,60-69,m,15433,6726,4332
2021-03-21,70-79,d,25,10,8
2021-03-21,70-79,f,25716,12545,9204
2021-03-21,70-79,m,22845,12012,8733
2021-03-21,80+,d,15,10,6
2021-03-21,80+,f,32638,22408,17422
2021-03-21,80+,m,22835,15810,12123
2021-03-21,NA,d,0,0,0
2021-03-21,NA,f,32,20,15
2021-03-21,NA,m,15,9,7
2021-03-22,0-9,d,0,0,0
2021-03-22,0-9,f,13,13,13
2021-03-22,0-9,m,4,4,2
2021-03-22,10-19,d,1,0,0
2021-03-22,10-19,f,662,406,222
2021-03-22,10-19,m,300,205,121
2021-03-22,20-29,d,1,1,0
2021-03-22,20-29,f,5401,3444,1746
2021-03-22,20-29,m,2745,1739,1058
2021-03-22,30-39,d,4,1,1
2021-03-22,30-39,f,7966,5281,2822
2021-03-22,30-39,m,5263,3204,1895
2021-03-22,40-49,d,8,1,0
2021-03-22,40-49,f,10285,6337,3540
2021-03-22,40-49,m,7102,3938,2363
2021-03-22,50-59,d,9,1,1
2021-03-22,50-59,f,15381,8973,5490
2021-03-22,50-59,m,12313,6163,3818
2021-03-22,60-69,d,13,2,2
2021-03-22,60-69,f,17226,7610,4832
2021-03-22,60-69,m,15433,6823,4398
2021-03-22,70-79,d,25,10,8
2021-03-22,70-79,f,25716,12696,9273
2021-03-22,70-79,m,22845,12145,8832
2021-03-22,80+,d,15,10,6
2021-03-22,80+,f,32638,22593,17710
2021-03-22,80+,m,22836,15984,12315
2021-03-22,NA,d,0,0,0
2021-03-22,NA,f,32,20,15
2021-03-22,NA,m,15,9,7
2021-03-23,0-9,d,0,0,0
2021-03-23,0-9,f,13,13,13
2021-03-23,0-9,m,4,4,3
2021-03-23,10-19,d,1,0,0
2021-03-23,10-19,f,665,409,226
2021-03-23,10-19,m,300,208,133
2021-03-23,20-29,d,1,1,0
2021-03-23,20-29,f,5417,3506,1802
2021-03-23,20-29,m,2753,1760,1118
2021-03-23,30-39,d,4,1,1
2021-03-23,30-39,f,7991,5355,2888
2021-03-23,30-39,m,5268,3242,1993
2021-03-23,40-49,d,8,1,0
2021-03-23,40-49,f,10325,6435,3668
2021-03-23,40-49,m,7107,3986,2486
2021-03-23,50-59,d,9,1,1
2021-03-23,50-59,f,15444,9123,5732
2021-03-23,50-59,m,12319,6274,4017
2021-03-23,60-69,d,13,2,2
2021-03-23,60-69,f,17258,7778,4984
2021-03-23,60-69,m,15435,6959,4535
2021-03-23,70-79,d,25,10,8
2021-03-23,70-79,f,25720,12903,9388
2021-03-23,70-79,m,22845,12357,8937
2021-03-23,80+,d,15,10,6
2021-03-23,80+,f,32638,22838,18010
2021-03-23,80+,m,22836,16180,12506
2021-03-23,NA,d,0,0,0
2021-03-23,NA,f,32,23,15
2021-03-23,NA,m,15,9,7
2021-03-24,0-9,d,0,0,0
2021-03-24,0-9,f,13,13,13
2021-03-24,0-9,m,4,4,3
2021-03-24,10-19,d,1,0,0
2021-03-24,10-19,f,665,413,237
2021-03-24,10-19,m,300,211,137
2021-03-24,20-29,d,1,1,0
2021-03-24,20-29,f,5419,3615,1828
2021-03-24,20-29,m,2755,1808,1125
2021-03-24,30-39,d,4,1,1
2021-03-24,30-39,f,7996,5488,2917
2021-03-24,30-39,m,5269,3336,2003
2021-03-24,40-49,d,8,1,0
2021-03-24,40-49,f,10328,6590,3727
2021-03-24,40-49,m,7107,4058,2511
2021-03-24,50-59,d,9,1,1
2021-03-24,50-59,f,15447,9328,5809
2021-03-24,50-59,m,12320,6376,4077
2021-03-24,60-69,d,13,2,2
2021-03-24,60-69,f,17261,7963,5055
2021-03-24,60-69,m,15435,7093,4569
2021-03-24,70-79,d,25,10,8
2021-03-24,70-79,f,25720,13166,9454
2021-03-24,70-79,m,22846,12585,8986
2021-03-24,80+,d,15,10,6
2021-03-24,80+,f,32638,23106,18253
2021-03-24,80+,m,22836,16371,12619
2021-03-24,NA,d,0,0,0
2021-03-24,NA,f,32,23,15
2021-03-24,NA,m,15,9,7
2021-03-25,0-9,d,0,0,0
2021-03-25,0-9,f,13,13,13
2021-03-25,0-9,m,4,4,3
2021-03-25,10-19,d,1,0,0
2021-03-25,10-19,f,665,417,240
2021-03-25,10-19,m,300,215,139
2021-03-25,20-29,d,1,1,0
2021-03-25,20-29,f,5419,3699,1848
2021-03-25,20-29,m,2755,1850,1135
2021-03-25,30-39,d,4,1,1
2021-03-25,30-39,f,7997,5609,2942
2021-03-25,30-39,m,5269,3411,2010
2021-03-25,40-49,d,8,1,0
2021-03-25,40-49,f,10328,6687,3778
2021-03-25,40-49,m,7109,4127,2523
2021-03-25,50-59,d,9,1,1
2021-03-25,50-59,f,15447,9458,5891
2021-03-25,50-59,m,12320,6445,4126
2021-03-25,60-69,d,13,2,2
2021-03-25,60-69,f,17261,8093,5112
2021-03-25,60-69,m,15435,7213,4607
2021-03-25,70-79,d,25,11,9
2021-03-25,70-79,f,25720,13396,9519
2021-03-25,70-79,m,22846,12772,9044
2021-03-25,80+,d,15,10,6
2021-03-25,80+,f,32638,23378,18397
2021-03-25,80+,m,22838,16588,12695
2021-03-25,NA,d,0,0,0
2021-03-25,NA,f,32,23,16
2021-03-25,NA,m,15,9,7
2021-03-26,0-9,d,0,0,0
2021-03-26,0-9,f,13,13,13
2021-03-26,0-9,m,4,4,3
2021-03-26,10-19,d,1,0,0
2021-03-26,10-19,f,665,430,243
2021-03-26,10-19,m,300,217,140
2021-03-26,20-29,d,1,1,0
2021-03-26,20-29,f,5419,3804,1863
2021-03-26,20-29,m,2755,1883,1142
2021-03-26,30-39,d,4,1,1
2021-03-26,30-39,f,7997,5720,2970
2021-03-26,30-39,m,5269,3482,2018
2021-03-26,40-49,d,8,1,0
2021-03-26,40-49,f,10328,6823,3799
2021-03-26,40-49,m,7109,4217,2543
2021-03-26,50-59,d,9,2,1
2021-03-26,50-59,f,15447,9619,5929
2021-03-26,50-59,m,12320,6563,4144
2021-03-26,60-69,d,13,2,2
2021-03-26,60-69,f,17261,8265,5139
2021-03-26,60-69,m,15437,7388,4633
2021-03-26,70-79,d,25,12,9
2021-03-26,70-79,f,25720,13793,9584
2021-03-26,70-79,m,22846,13140,9100
2021-03-26,80+,d,15,12,6
2021-03-26,80+,f,32638,23929,18555
2021-03-26,80+,m,22839,17036,12791
2021-03-26,NA,d,0,0,0
2021-03-26,NA,f,32,23,16
2021-03-26,NA,m,15,9,7
2021-03-27,0-9,d,0,0,0
2021-03-27,0-9,f,13,13,13
2021-03-27,0-9,m,4,4,3
2021-03-27,10-19,d,1,0,0
2021-03-27,10-19,f,665,432,244
2021-03-27,10-19,m,300,218,142
2021-03-27,20-29,d,1,1,0
2021-03-27,20-29,f,5419,3817,1873
2021-03-27,20-29,m,2755,1887,1160
2021-03-27,30-39,d,4,1,1
2021-03-27,30-39,f,7997,5764,2982
2021-03-27,30-39,m,5269,3517,2028
2021-03-27,40-49,d,8,1,0
2021-03-27,40-49,f,10328,6883,3821
2021-03-27,40-49,m,7109,4277,2557
2021-03-27,50-59,d,9,2,1
2021-03-27,50-59,f,15447,9721,5947
2021-03-27,50-59,m,12320,6666,4165
2021-03-27,60-69,d,13,2,2
2021-03-27,60-69,f,17261,8438,5155
2021-03-27,60-69,m,15437,7561,4651
2021-03-27,70-79,d,25,12,9
2021-03-27,70-79,f,25720,14263,9593
2021-03-27,70-79,m,22846,13463,9112
2021-03-27,80+,d,15,13,6
2021-03-27,80+,f,32638,24411,18569
2021-03-27,80+,m,22840,17379,12801
2021-03-27,NA,d,0,0,0
2021-03-27,NA,f,32,23,16
2021-03-27,NA,m,15,9,7
2021-03-28,0-9,d,0,0,0
2021-03-28,0-9,f,15,13,13
2021-03-28,0-9,m,4,4,3
2021-03-28,10-19,d,1,0,0
2021-03-28,10-19,f,668,432,244
2021-03-28,10-19,m,305,218,142
2021-03-28,20-29,d,1,1,0
2021-03-28,20-29,f,5479,3817,1873
2021-03-28,20-29,m,2808,1889,1160
2021-03-28,30-39,d,4,1,1
2021-03-28,30-39,f,8104,5764,2982
2021-03-28,30-39,m,5413,3520,2028
2021-03-28,40-49,d,8,1,0
2021-03-28,40-49,f,10446,6883,3821
2021-03-28,40-49,m,7274,4279,2558
2021-03-28,50-59,d,9,2,1
2021-03-28,50-59,f,15546,9735,5947
2021-03-28,50-59,m,12413,6674,4165
2021-03-28,60-69,d,14,2,2
2021-03-28,60-69,f,17846,8450,5155
2021-03-28,60-69,m,15945,7577,4651
2021-03-28,70-79,d,26,12,9
2021-03-28,70-79,f,26431,14298,9593
2021-03-28,70-79,m,23581,13490,9112
2021-03-28,80+,d,15,13,6
2021-03-28,80+,f,32812,24459,18569
2021-03-28,80+,m,22962,17410,12801
2021-03-28,NA,d,0,0,0
2021-03-28,NA,f,32,23,16
2021-03-28,NA,m,15,9,7
2021-03-29,0-9,d,0,0,0
2021-03-29,0-9,f,29,13,13
2021-03-29,0-9,m,19,4,3
2021-03-29,10-19,d,3,0,0
2021-03-29,10-19,f,1152,434,248
2021-03-29,10-19,m,768,220,144
2021-03-29,20-29,d,16,1,0
2021-03-29,20-29,f,9519,3836,1944
2021-03-29,20-29,m,7084,1896,1182
2021-03-29,30-39,d,18,1,1
2021-03-29,30-39,f,16049,5791,3066
2021-03-29,30-39,m,14901,3553,2065
2021-03-29,40-49,d,18,1,0
2021-03-29,40-49,f,16860,6927,3895
2021-03-29,40-49,m,14980,4323,2595
2021-03-29,50-59,d,15,2,1
2021-03-29,50-59,f,20344,9833,6025
2021-03-29,50-59,m,18042,6798,4192
2021-03-29,60-69,d,23,2,2
2021-03-29,60-69,f,26442,8622,5199
2021-03-29,60-69,m,23847,7767,4687
2021-03-29,70-79,d,34,12,9
2021-03-29,70-79,f,35977,14865,9630
2021-03-29,70-79,m,32117,13971,9152
2021-03-29,80+,d,18,13,6
2021-03-29,80+,f,35498,25192,18638
2021-03-29,80+,m,25036,17950,12872
2021-03-29,NA,d,0,0,0
2021-03-29,NA,f,32,23,16
2021-03-29,NA,m,15,9,7
2021-03-30,0-9,d,0,0,0
2021-03-30,0-9,f,37,14,13
2021-03-30,0-9,m,26,4,3
2021-03-30,10-19,d,6,0,0
2021-03-30,10-19,f,1372,440,255
2021-03-30,10-19,m,1011,222,144
2021-03-30,20-29,d,19,1,0
2021-03-30,20-29,f,11095,3863,1961
2021-03-30,20-29,m,8705,1915,1196
2021-03-30,30-39,d,27,2,1
2021-03-30,30-39,f,19022,5834,3088
2021-03-30,30-39,m,18327,3602,2081
2021-03-30,40-49,d,20,1,0
2021-03-30,40-49,f,19536,7007,3946
2021-03-30,40-49,m,18049,4382,2623
2021-03-30,50-59,d,16,2,1
2021-03-30,50-59,f,22568,9997,6080
2021-03-30,50-59,m,20629,6975,4235
2021-03-30,60-69,d,26,2,2
2021-03-30,60-69,f,28457,8881,5255
2021-03-30,60-69,m,25797,8017,4748
2021-03-30,70-79,d,36,12,9
2021-03-30,70-79,f,37523,15608,9777
2021-03-30,70-79,m,33495,14599,9277
2021-03-30,80+,d,18,13,6
2021-03-30,80+,f,35999,26187,18819
2021-03-30,80+,m,25399,18655,13037
2021-03-30,NA,d,0,0,0
2021-03-30,NA,f,32,23,16
2021-03-30,NA,m,15,9,7
2021-03-31,0-9,d,0,0,0
2021-03-31,0-9,f,43,14,13
2021-03-31,0-9,m,33,4,3
2021-03-31,10-19,d,7,0,0
2021-03-31,10-19,f,1592,449,259
2021-03-31,10-19,m,1200,224,146
2021-03-31,20-29,d,25,1,0
2021-03-31,20-29,f,12556,3886,2008
2021-03-31,20-29,m,9993,1940,1218
2021-03-31,30-39,d,36,2,1
2021-03-31,30-39,f,21745,5890,3182
2021-03-31,30-39,m,21123,3642,2129
2021-03-31,40-49,d,24,1,0
2021-03-31,40-49,f,22078,7101,4015
2021-03-31,40-49,m,20812,4446,2662
2021-03-31,50-59,d,20,3,1
2021-03-31,50-59,f,25031,10124,6155
2021-03-31,50-59,m,23420,7117,4279
2021-03-31,60-69,d,30,2,2
2021-03-31,60-69,f,31014,9115,5308
2021-03-31,60-69,m,28056,8281,4796
2021-03-31,70-79,d,38,13,9
2021-03-31,70-79,f,39063,16262,9857
2021-03-31,70-79,m,34854,15127,9361
2021-03-31,80+,d,18,13,6
2021-03-31,80+,f,36354,26934,18978
2021-03-31,80+,m,25639,19178,13196
2021-03-31,NA,d,0,0,0
2021-03-31,NA,f,32,23,16
2021-03-31,NA,m,15,10,7
2021-04-01,0-9,d,0,0,0
2021-04-01,0-9,f,45,14,13
2021-04-01,0-9,m,37,4,3
2021-04-01,10-19,d,8,0,0
2021-04-01,10-19,f,1691,450,269
2021-04-01,10-19,m,1275,224,149
2021-04-01,20-29,d,27,1,0
2021-04-01,20-29,f,13231,3909,2086
2021-04-01,20-29,m,10606,1950,1249
2021-04-01,30-39,d,37,2,1
2021-04-01,30-39,f,22942,5930,3292
2021-04-01,30-39,m,22406,3669,2187
2021-04-01,40-49,d,25,1,1
2021-04-01,40-49,f,23333,7165,4109
2021-04-01,40-49,m,22145,4506,2710
2021-04-01,50-59,d,22,3,1
2021-04-01,50-59,f,26346,10262,6256
2021-04-01,50-59,m,24867,7239,4333
2021-04-01,60-69,d,32,2,2
2021-04-01,60-69,f,32440,9329,5366
2021-04-01,60-69,m,29319,8469,4848
2021-04-01,70-79,d,39,13,9
2021-04-01,70-79,f,40094,16771,9931
2021-04-01,70-79,m,35757,15585,9440
2021-04-01,80+,d,18,13,6
2021-04-01,80+,f,36575,27598,19115
2021-04-01,80+,m,25813,19664,13299
2021-04-01,NA,d,0,0,0
2021-04-01,NA,f,32,24,16
2021-04-01,NA,m,15,10,7
2021-04-02,0-9,d,0,0,0
2021-04-02,0-9,f,52,14,13
2021-04-02,0-9,m,40,4,3
2021-04-02,10-19,d,8,0,0
2021-04-02,10-19,f,1801,450,269
2021-04-02,10-19,m,1356,224,149
2021-04-02,20-29,d,27,1,0
2021-04-02,20-29,f,13742,3909,2086
2021-04-02,20-29,m,11085,1952,1249
2021-04-02,30-39,d,41,2,1
2021-04-02,30-39,f,23850,5931,3294
2021-04-02,30-39,m,23343,3671,2187
2021-04-02,40-49,d,27,1,1
2021-04-02,40-49,f,24303,7166,4109
2021-04-02,40-49,m,23183,4507,2710
2021-04-02,50-59,d,23,3,1
2021-04-02,50-59,f,27466,10268,6256
2021-04-02,50-59,m,26032,7245,4333
2021-04-02,60-69,d,33,2,2
2021-04-02,60-69,f,33334,9345,5367
2021-04-02,60-69,m,30199,8487,4848
2021-04-02,70-79,d,40,13,9
2021-04-02,70-79,f,40550,16782,9931
2021-04-02,70-79,m,36149,15600,9441
2021-04-02,80+,d,18,13,6
2021-04-02,80+,f,36657,27604,19115
2021-04-02,80+,m,25877,19667,13299
2021-04-02,NA,d,0,0,0
2021-04-02,NA,f,32,24,16
2021-04-02,NA,m,15,10,7
2021-04-03,0-9,d,0,0,0
2021-04-03,0-9,f,52,14,13
2021-04-03,0-9,m,41,4,3
2021-04-03,10-19,d,8,0,0
2021-04-03,10-19,f,1882,450,269
2021-04-03,10-19,m,1418,224,149
2021-04-03,20-29,d,28,1,0
2021-04-03,20-29,f,14114,3909,2086
2021-04-03,20-29,m,11413,1952,1249
2021-04-03,30-39,d,43,2,1
2021-04-03,30-39,f,24442,5932,3295
2021-04-03,30-39,m,23980,3671,2187
2021-04-03,40-49,d,29,1,1
2021-04-03,40-49,f,25000,7169,4109
2021-04-03,40-49,m,23878,4512,2710
2021-04-03,50-59,d,24,3,1
2021-04-03,50-59,f,28214,10271,6258
2021-04-03,50-59,m,26803,7254,4334
2021-04-03,60-69,d,33,2,2
2021-04-03,60-69,f,34056,9348,5372
2021-04-03,60-69,m,30805,8499,4849
2021-04-03,70-79,d,40,13,9
2021-04-03,70-79,f,40908,16789,9937
2021-04-03,70-79,m,36491,15610,9447
2021-04-03,80+,d,18,13,6
2021-04-03,80+,f,36740,27605,19122
2021-04-03,80+,m,25947,19668,13305
2021-04-03,NA,d,0,0,0
2021-04-03,NA,f,32,24,16
2021-04-03,NA,m,15,10,7
2021-04-04,0-9,d,0,0,0
2021-04-04,0-9,f,54,14,13
2021-04-04,0-9,m,42,4,3
2021-04-04,10-19,d,9,0,0
2021-04-04,10-19,f,1970,450,269
2021-04-04,10-19,m,1487,224,149
2021-04-04,20-29,d,30,1,0
2021-04-04,20-29,f,14517,3909,2086
2021-04-04,20-29,m,11805,1952,1249
2021-04-04,30-39,d,45,2,1
2021-04-04,30-39,f,25059,5932,3295
2021-04-04,30-39,m,24593,3671,2187
2021-04-04,40-49,d,29,1,1
2021-04-04,40-49,f,25641,7169,4109
2021-04-04,40-49,m,24534,4512,2710
2021-04-04,50-59,d,27,3,1
2021-04-04,50-59,f,28908,10272,6258
2021-04-04,50-59,m,27541,7254,4335
2021-04-04,60-69,d,34,2,2
2021-04-04,60-69,f,34667,9348,5372
2021-04-04,60-69,m,31414,8500,4849
2021-04-04,70-79,d,41,13,9
2021-04-04,70-79,f,41205,16789,9937
2021-04-04,70-79,m,36762,15611,9447
2021-04-04,80+,d,19,13,6
2021-04-04,80+,f,36809,27606,19122
2021-04-04,80+,m,26009,19668,13305
2021-04-04,NA,d,0,0,0
2021-04-04,NA,f,32,24,16
2021-04-04,NA,m,15,10,7
2021-04-05,0-9,d,0,0,0
2021-04-05,0-9,f,55,14,13
2021-04-05,0-9,m,48,4,3
2021-04-05,10-19,d,10,0,0
2021-04-05,10-19,f,2079,450,269
2021-04-05,10-19,m,1597,224,149
2021-04-05,20-29,d,31,1,0
2021-04-05,20-29,f,14974,3909,2087
2021-04-05,20-29,m,12269,1955,1255
2021-04-05,30-39,d,48,2,1
2021-04-05,30-39,f,25948,5932,3296
2021-04-05,30-39,m,25522,3671,2187
2021-04-05,40-49,d,30,1,1
2021-04-05,40-49,f,26603,7173,4109
2021-04-05,40-49,m,25518,4514,2710
2021-04-05,50-59,d,29,3,1
2021-04-05,50-59,f,29919,10274,6258
2021-04-05,50-59,m,28637,7257,4336
2021-04-05,60-69,d,35,2,2
2021-04-05,60-69,f,35435,9350,5372
2021-04-05,60-69,m,32184,8502,4849
2021-04-05,70-79,d,41,13,9
2021-04-05,70-79,f,41541,16790,9938
2021-04-05,70-79,m,37073,15611,9449
2021-04-05,80+,d,19,13,6
2021-04-05,80+,f,36907,27608,19123
2021-04-05,80+,m,26057,19668,13305
2021-04-05,NA,d,0,0,0
2021-04-05,NA,f,32,24,16
2021-04-05,NA,m,15,10,7
2021-04-06,0-9,d,0,0,0
2021-04-06,0-9,f,58,14,13
2021-04-06,0-9,m,53,4,3
2021-04-06,10-19,d,10,0,0
2021-04-06,10-19,f,2195,450,275
2021-04-06,10-19,m,1724,224,152
2021-04-06,20-29,d,32,1,0
2021-04-06,20-29,f,15757,3921,2235
2021-04-06,20-29,m,13015,1966,1300
2021-04-06,30-39,d,51,2,1
2021-04-06,30-39,f,27384,5963,3483
2021-04-06,30-39,m,27066,3694,2314
2021-04-06,40-49,d,32,1,1
2021-04-06,40-49,f,28139,7221,4317
2021-04-06,40-49,m,27209,4557,2834
