week_from,week_until,calendar_week,plz,population,ncumul_firstvacc,ncumul_secondvacc
2021-05-31,2021-06-06,22,8001,5473,2831,1537
2021-05-31,2021-06-06,22,8002,9620,4457,2295
2021-05-31,2021-06-06,22,8003,20655,7974,3460
2021-05-31,2021-06-06,22,8004,27183,10553,4492
2021-05-31,2021-06-06,22,8005,15505,6838,2748
2021-05-31,2021-06-06,22,8006,18387,9286,4621
2021-05-31,2021-06-06,22,8008,16571,8516,4550
2021-05-31,2021-06-06,22,8032,18170,9265,5135
2021-05-31,2021-06-06,22,8037,16044,7128,3559
2021-05-31,2021-06-06,22,8038,17299,7459,4227
2021-05-31,2021-06-06,22,8041,7620,2731,1524
2021-05-31,2021-06-06,22,8044,10947,5676,3376
2021-05-31,2021-06-06,22,8045,11222,4320,2262
2021-05-31,2021-06-06,22,8046,25704,8824,4974
2021-05-31,2021-06-06,22,8047,20783,8258,4626
2021-05-31,2021-06-06,22,8048,29694,11234,6156
2021-05-31,2021-06-06,22,8049,23561,10848,6207
2021-05-31,2021-06-06,22,8050,28957,11305,5378
2021-05-31,2021-06-06,22,8051,23000,7454,4589
2021-05-31,2021-06-06,22,8052,20277,6759,3837
2021-05-31,2021-06-06,22,8053,11001,5661,3668
2021-05-31,2021-06-06,22,8055,20196,7922,4410
2021-05-31,2021-06-06,22,8057,21221,9412,4460
2021-05-31,2021-06-06,22,8064,3784,1179,701
2021-05-31,2021-06-06,22,8102,6717,2667,1721
2021-05-31,2021-06-06,22,8103,3895,1545,1047
2021-05-31,2021-06-06,22,8104,2675,1236,825
2021-05-31,2021-06-06,22,8105,13633,5033,3223
2021-05-31,2021-06-06,22,8106,4807,1356,701
2021-05-31,2021-06-06,22,8107,6583,2177,1209
2021-05-31,2021-06-06,22,8108,4174,1362,783
2021-05-31,2021-06-06,22,8112,2957,1005,579
2021-05-31,2021-06-06,22,8113,1435,575,294
2021-05-31,2021-06-06,22,8114,1865,606,349
2021-05-31,2021-06-06,22,8115,953,339,185
2021-05-31,2021-06-06,22,8117,4564,1969,1150
2021-05-31,2021-06-06,22,8118,2083,920,558
2021-05-31,2021-06-06,22,8121,1999,787,568
2021-05-31,2021-06-06,22,8122,2231,960,587
2021-05-31,2021-06-06,22,8123,2771,1368,902
2021-05-31,2021-06-06,22,8124,2130,1055,623
2021-05-31,2021-06-06,22,8125,5209,2681,1775
2021-05-31,2021-06-06,22,8126,5475,2747,1782
2021-05-31,2021-06-06,22,8127,4094,2026,1330
2021-05-31,2021-06-06,22,8132,6883,3009,1905
2021-05-31,2021-06-06,22,8133,1915,839,555
2021-05-31,2021-06-06,22,8134,18919,7163,4294
2021-05-31,2021-06-06,22,8135,7781,3145,2007
2021-05-31,2021-06-06,22,8136,2593,1095,740
2021-05-31,2021-06-06,22,8142,4661,2395,1553
2021-05-31,2021-06-06,22,8143,3768,1565,949
2021-05-31,2021-06-06,22,8152,21091,6107,3217
2021-05-31,2021-06-06,22,8153,8204,2742,1612
2021-05-31,2021-06-06,22,8154,7205,1959,1078
2021-05-31,2021-06-06,22,8155,7163,2393,1344
2021-05-31,2021-06-06,22,8156,2152,796,460
2021-05-31,2021-06-06,22,8157,5942,2174,1405
2021-05-31,2021-06-06,22,8158,467,188,113
2021-05-31,2021-06-06,22,8162,3608,1258,679
2021-05-31,2021-06-06,22,8164,601,247,151
2021-05-31,2021-06-06,22,8165,3909,1623,954
2021-05-31,2021-06-06,22,8166,3076,1207,686
2021-05-31,2021-06-06,22,8172,4997,1677,938
2021-05-31,2021-06-06,22,8173,3153,1453,880
2021-05-31,2021-06-06,22,8174,1535,585,330
2021-05-31,2021-06-06,22,8175,755,302,174
2021-05-31,2021-06-06,22,8180,21389,7829,4667
2021-05-31,2021-06-06,22,8181,2875,807,503
2021-05-31,2021-06-06,22,8182,1979,759,473
2021-05-31,2021-06-06,22,8184,4154,1609,991
2021-05-31,2021-06-06,22,8185,4536,2032,1229
2021-05-31,2021-06-06,22,8187,1932,568,306
2021-05-31,2021-06-06,22,8192,5207,1811,1007
2021-05-31,2021-06-06,22,8193,5359,2086,1331
2021-05-31,2021-06-06,22,8194,1051,418,274
2021-05-31,2021-06-06,22,8195,560,247,164
2021-05-31,2021-06-06,22,8196,1468,539,344
2021-05-31,2021-06-06,22,8197,4659,1747,1032
2021-05-31,2021-06-06,22,8245,2530,824,555
2021-05-31,2021-06-06,22,8246,1088,285,158
2021-05-31,2021-06-06,22,8247,1470,388,222
2021-05-31,2021-06-06,22,8248,1575,542,370
2021-05-31,2021-06-06,22,8302,20144,6582,3761
2021-05-31,2021-06-06,22,8303,11826,4492,2753
2021-05-31,2021-06-06,22,8304,16830,6557,3764
2021-05-31,2021-06-06,22,8305,7849,3229,2107
2021-05-31,2021-06-06,22,8306,5311,1723,1012
2021-05-31,2021-06-06,22,8307,12268,4039,2717
2021-05-31,2021-06-06,22,8308,4589,1807,1005
2021-05-31,2021-06-06,22,8309,5611,2410,1548
2021-05-31,2021-06-06,22,8310,1509,529,297
2021-05-31,2021-06-06,22,8311,2061,932,572
2021-05-31,2021-06-06,22,8312,954,414,269
2021-05-31,2021-06-06,22,8314,349,137,81
2021-05-31,2021-06-06,22,8315,817,357,222
2021-05-31,2021-06-06,22,8317,2337,813,464
2021-05-31,2021-06-06,22,8320,6443,2313,1356
2021-05-31,2021-06-06,22,8322,994,392,236
2021-05-31,2021-06-06,22,8330,11524,4785,2997
2021-05-31,2021-06-06,22,8331,610,241,153
2021-05-31,2021-06-06,22,8332,3384,1652,1203
2021-05-31,2021-06-06,22,8335,3640,1204,711
2021-05-31,2021-06-06,22,8340,10306,3694,2212
2021-05-31,2021-06-06,22,8342,933,374,224
2021-05-31,2021-06-06,22,8344,3778,1272,753
2021-05-31,2021-06-06,22,8345,1131,390,252
2021-05-31,2021-06-06,22,8352,3713,1424,885
2021-05-31,2021-06-06,22,8353,4374,1449,1015
2021-05-31,2021-06-06,22,8354,500,107,62
2021-05-31,2021-06-06,22,8400,39632,16512,9659
2021-05-31,2021-06-06,22,8403,321,133,126
2021-05-31,2021-06-06,22,8404,20278,6925,4113
2021-05-31,2021-06-06,22,8405,18152,7256,4898
2021-05-31,2021-06-06,22,8406,13621,4259,2350
2021-05-31,2021-06-06,22,8408,16314,5503,3446
2021-05-31,2021-06-06,22,8409,3194,1118,679
2021-05-31,2021-06-06,22,8412,983,357,216
2021-05-31,2021-06-06,22,8413,4712,1965,1151
2021-05-31,2021-06-06,22,8414,977,369,205
2021-05-31,2021-06-06,22,8415,577,246,127
2021-05-31,2021-06-06,22,8416,1423,528,323
2021-05-31,2021-06-06,22,8418,772,205,125
2021-05-31,2021-06-06,22,8421,777,311,197
2021-05-31,2021-06-06,22,8422,3877,1146,652
2021-05-31,2021-06-06,22,8424,9396,3515,2111
2021-05-31,2021-06-06,22,8425,1091,445,275
2021-05-31,2021-06-06,22,8426,2414,926,457
2021-05-31,2021-06-06,22,8427,4787,1634,984
2021-05-31,2021-06-06,22,8428,456,186,111
2021-05-31,2021-06-06,22,8442,3141,1340,840
2021-05-31,2021-06-06,22,8444,2231,887,566
2021-05-31,2021-06-06,22,8447,1931,679,431
2021-05-31,2021-06-06,22,8450,2227,816,510
2021-05-31,2021-06-06,22,8451,1417,498,288
2021-05-31,2021-06-06,22,8452,699,211,118
2021-05-31,2021-06-06,22,8453,282,125,70
2021-05-31,2021-06-06,22,8457,485,221,131
2021-05-31,2021-06-06,22,8458,657,255,157
2021-05-31,2021-06-06,22,8459,376,112,40
2021-05-31,2021-06-06,22,8460,1831,667,469
2021-05-31,2021-06-06,22,8461,376,133,92
2021-05-31,2021-06-06,22,8462,1309,608,482
2021-05-31,2021-06-06,22,8463,850,294,198
2021-05-31,2021-06-06,22,8464,86,28,14
2021-05-31,2021-06-06,22,8465,389,133,89
2021-05-31,2021-06-06,22,8466,674,230,169
2021-05-31,2021-06-06,22,8467,458,146,84
2021-05-31,2021-06-06,22,8468,649,201,137
2021-05-31,2021-06-06,22,8471,1034,395,245
2021-05-31,2021-06-06,22,8472,7417,3511,2395
2021-05-31,2021-06-06,22,8474,1680,604,382
2021-05-31,2021-06-06,22,8475,1661,596,342
2021-05-31,2021-06-06,22,8476,1007,297,224
2021-05-31,2021-06-06,22,8477,1122,421,350
2021-05-31,2021-06-06,22,8478,936,283,177
2021-05-31,2021-06-06,22,8479,697,237,153
2021-05-31,2021-06-06,22,8482,1719,380,186
2021-05-31,2021-06-06,22,8483,2967,987,605
2021-05-31,2021-06-06,22,8484,3329,1294,826
2021-05-31,2021-06-06,22,8486,1899,619,425
2021-05-31,2021-06-06,22,8487,1514,579,396
2021-05-31,2021-06-06,22,8488,4549,1539,1026
2021-05-31,2021-06-06,22,8489,980,318,193
2021-05-31,2021-06-06,22,8492,2077,797,447
2021-05-31,2021-06-06,22,8493,1628,486,294
2021-05-31,2021-06-06,22,8494,2895,1051,683
2021-05-31,2021-06-06,22,8495,149,31,18
2021-05-31,2021-06-06,22,8496,931,208,131
2021-05-31,2021-06-06,22,8497,790,213,142
2021-05-31,2021-06-06,22,8498,940,280,141
2021-05-31,2021-06-06,22,8499,376,114,72
2021-05-31,2021-06-06,22,8523,1084,210,119
2021-05-31,2021-06-06,22,8542,5007,2208,1437
2021-05-31,2021-06-06,22,8543,1096,308,197
2021-05-31,2021-06-06,22,8544,406,119,56
2021-05-31,2021-06-06,22,8545,2740,1015,585
2021-05-31,2021-06-06,22,8548,900,366,240
2021-05-31,2021-06-06,22,8600,27178,9990,5559
2021-05-31,2021-06-06,22,8602,2681,1204,780
2021-05-31,2021-06-06,22,8603,5170,2015,1156
2021-05-31,2021-06-06,22,8604,16897,5907,3429
2021-05-31,2021-06-06,22,8605,1731,737,395
2021-05-31,2021-06-06,22,8606,8166,3553,2026
2021-05-31,2021-06-06,22,8607,1458,568,337
2021-05-31,2021-06-06,22,8608,3783,1524,852
2021-05-31,2021-06-06,22,8610,29607,12691,7432
2021-05-31,2021-06-06,22,8614,1632,667,372
2021-05-31,2021-06-06,22,8615,1371,642,385
2021-05-31,2021-06-06,22,8616,790,318,183
2021-05-31,2021-06-06,22,8617,3850,1726,1146
2021-05-31,2021-06-06,22,8618,4825,1596,980
2021-05-31,2021-06-06,22,8620,16684,6149,3677
2021-05-31,2021-06-06,22,8623,8249,2763,1539
2021-05-31,2021-06-06,22,8624,2407,930,582
2021-05-31,2021-06-06,22,8625,5270,2000,1239
2021-05-31,2021-06-06,22,8626,1307,382,227
2021-05-31,2021-06-06,22,8627,3621,1605,1043
2021-05-31,2021-06-06,22,8630,12207,4206,2440
2021-05-31,2021-06-06,22,8632,3905,1332,801
2021-05-31,2021-06-06,22,8633,3532,1334,735
2021-05-31,2021-06-06,22,8634,8260,3034,1774
2021-05-31,2021-06-06,22,8635,3657,1393,739
2021-05-31,2021-06-06,22,8636,8096,2694,1610
2021-05-31,2021-06-06,22,8637,1979,571,325
2021-05-31,2021-06-06,22,8700,13733,6928,4256
2021-05-31,2021-06-06,22,8702,7857,4175,2628
2021-05-31,2021-06-06,22,8703,5593,2818,1715
2021-05-31,2021-06-06,22,8704,6426,3257,2014
2021-05-31,2021-06-06,22,8706,14245,6794,4087
2021-05-31,2021-06-06,22,8707,6186,3129,1999
2021-05-31,2021-06-06,22,8708,11322,5562,3579
2021-05-31,2021-06-06,22,8712,11491,5223,3234
2021-05-31,2021-06-06,22,8713,3177,1446,926
2021-05-31,2021-06-06,22,8714,475,176,109
2021-05-31,2021-06-06,22,8800,15512,6862,3838
2021-05-31,2021-06-06,22,8802,8931,4141,2298
2021-05-31,2021-06-06,22,8803,6109,2815,1654
2021-05-31,2021-06-06,22,8804,6073,2138,1335
2021-05-31,2021-06-06,22,8805,10485,3982,2392
2021-05-31,2021-06-06,22,8810,20446,8030,4767
2021-05-31,2021-06-06,22,8815,346,105,66
2021-05-31,2021-06-06,22,8816,2138,775,476
2021-05-31,2021-06-06,22,8820,15751,6163,3731
2021-05-31,2021-06-06,22,8824,1821,655,392
2021-05-31,2021-06-06,22,8825,885,221,140
2021-05-31,2021-06-06,22,8833,3120,1021,634
2021-05-31,2021-06-06,22,8902,10020,3785,2421
2021-05-31,2021-06-06,22,8903,6722,2755,1738
2021-05-31,2021-06-06,22,8904,1667,693,417
2021-05-31,2021-06-06,22,8906,5555,2293,1255
2021-05-31,2021-06-06,22,8907,5200,2253,1319
2021-05-31,2021-06-06,22,8908,3769,1514,892
2021-05-31,2021-06-06,22,8909,1322,388,217
2021-05-31,2021-06-06,22,8910,10967,4061,2573
2021-05-31,2021-06-06,22,8911,1123,340,200
2021-05-31,2021-06-06,22,8912,5689,1855,1136
2021-05-31,2021-06-06,22,8913,2580,1008,660
2021-05-31,2021-06-06,22,8914,1976,856,552
2021-05-31,2021-06-06,22,8915,2752,986,620
2021-05-31,2021-06-06,22,8925,960,322,197
2021-05-31,2021-06-06,22,8926,1221,308,161
2021-05-31,2021-06-06,22,8932,5189,1775,1019
2021-05-31,2021-06-06,22,8933,645,174,93
2021-05-31,2021-06-06,22,8934,2377,676,357
2021-05-31,2021-06-06,22,8942,4926,2414,1483
2021-05-31,2021-06-06,22,8951,3068,712,420
2021-05-31,2021-06-06,22,8952,18758,6063,3544
2021-05-31,2021-06-06,22,8953,27635,7999,4848
2021-05-31,2021-06-06,22,8954,3970,1589,941
2021-05-31,2021-06-06,22,8955,2505,1026,618
2021-05-31,2021-06-06,22,andere Kantone,NA,4626,2497
2021-05-31,2021-06-06,22,Nachbarkantone,NA,19076,11112
2021-05-31,2021-06-06,22,unbekannt,NA,5040,3099
2021-05-31,2021-06-06,22,ZH aber ausserkantonal geimpft,NA,13447,8733
2021-06-07,2021-06-13,23,8001,5473,3256,1769
2021-06-07,2021-06-13,23,8002,9620,5203,2734
2021-06-07,2021-06-13,23,8003,20655,9879,4148
2021-06-07,2021-06-13,23,8004,27183,13074,5367
2021-06-07,2021-06-13,23,8005,15505,8195,3449
2021-06-07,2021-06-13,23,8006,18387,10762,5485
2021-06-07,2021-06-13,23,8008,16571,9764,5397
2021-06-07,2021-06-13,23,8032,18170,10446,6098
2021-06-07,2021-06-13,23,8037,16044,8469,4172
2021-06-07,2021-06-13,23,8038,17299,8584,4885
2021-06-07,2021-06-13,23,8041,7620,3205,1732
2021-06-07,2021-06-13,23,8044,10947,6392,3916
2021-06-07,2021-06-13,23,8045,11222,5193,2644
2021-06-07,2021-06-13,23,8046,25704,10256,5679
2021-06-07,2021-06-13,23,8047,20783,9776,5283
2021-06-07,2021-06-13,23,8048,29694,13419,6990
2021-06-07,2021-06-13,23,8049,23561,12461,7137
2021-06-07,2021-06-13,23,8050,28957,13470,6187
2021-06-07,2021-06-13,23,8051,23000,8645,5014
2021-06-07,2021-06-13,23,8052,20277,7834,4382
2021-06-07,2021-06-13,23,8053,11001,6200,4139
2021-06-07,2021-06-13,23,8055,20196,9343,5052
2021-06-07,2021-06-13,23,8057,21221,10929,5201
2021-06-07,2021-06-13,23,8064,3784,1427,783
2021-06-07,2021-06-13,23,8102,6717,2913,1898
2021-06-07,2021-06-13,23,8103,3895,1689,1146
2021-06-07,2021-06-13,23,8104,2675,1337,915
2021-06-07,2021-06-13,23,8105,13633,5513,3713
2021-06-07,2021-06-13,23,8106,4807,1521,870
2021-06-07,2021-06-13,23,8107,6583,2467,1491
2021-06-07,2021-06-13,23,8108,4174,1507,901
2021-06-07,2021-06-13,23,8112,2957,1113,686
2021-06-07,2021-06-13,23,8113,1435,621,373
2021-06-07,2021-06-13,23,8114,1865,677,428
2021-06-07,2021-06-13,23,8115,953,375,211
2021-06-07,2021-06-13,23,8117,4564,2170,1332
2021-06-07,2021-06-13,23,8118,2083,1016,642
2021-06-07,2021-06-13,23,8121,1999,862,624
2021-06-07,2021-06-13,23,8122,2231,1061,674
2021-06-07,2021-06-13,23,8123,2771,1485,1023
2021-06-07,2021-06-13,23,8124,2130,1131,749
2021-06-07,2021-06-13,23,8125,5209,2928,2003
2021-06-07,2021-06-13,23,8126,5475,3056,2013
2021-06-07,2021-06-13,23,8127,4094,2165,1504
2021-06-07,2021-06-13,23,8132,6883,3252,2167
2021-06-07,2021-06-13,23,8133,1915,908,648
2021-06-07,2021-06-13,23,8134,18919,8225,4931
2021-06-07,2021-06-13,23,8135,7781,3459,2365
2021-06-07,2021-06-13,23,8136,2593,1194,820
2021-06-07,2021-06-13,23,8142,4661,2647,1763
2021-06-07,2021-06-13,23,8143,3768,1750,1121
2021-06-07,2021-06-13,23,8152,21091,7144,3653
2021-06-07,2021-06-13,23,8153,8204,3047,1845
2021-06-07,2021-06-13,23,8154,7205,2206,1257
2021-06-07,2021-06-13,23,8155,7163,2600,1653
2021-06-07,2021-06-13,23,8156,2152,902,529
2021-06-07,2021-06-13,23,8157,5942,2382,1577
2021-06-07,2021-06-13,23,8158,467,205,136
2021-06-07,2021-06-13,23,8162,3608,1425,816
2021-06-07,2021-06-13,23,8164,601,264,175
2021-06-07,2021-06-13,23,8165,3909,1785,1138
2021-06-07,2021-06-13,23,8166,3076,1315,839
2021-06-07,2021-06-13,23,8172,4997,1855,1123
2021-06-07,2021-06-13,23,8173,3153,1564,1051
2021-06-07,2021-06-13,23,8174,1535,646,385
2021-06-07,2021-06-13,23,8175,755,324,216
2021-06-07,2021-06-13,23,8180,21389,8690,5257
2021-06-07,2021-06-13,23,8181,2875,903,559
2021-06-07,2021-06-13,23,8182,1979,816,538
2021-06-07,2021-06-13,23,8184,4154,1751,1133
2021-06-07,2021-06-13,23,8185,4536,2235,1437
2021-06-07,2021-06-13,23,8187,1932,629,375
2021-06-07,2021-06-13,23,8192,5207,1996,1264
2021-06-07,2021-06-13,23,8193,5359,2284,1482
2021-06-07,2021-06-13,23,8194,1051,446,306
2021-06-07,2021-06-13,23,8195,560,258,182
2021-06-07,2021-06-13,23,8196,1468,588,388
2021-06-07,2021-06-13,23,8197,4659,1885,1191
2021-06-07,2021-06-13,23,8245,2530,906,596
2021-06-07,2021-06-13,23,8246,1088,316,183
2021-06-07,2021-06-13,23,8247,1470,443,255
2021-06-07,2021-06-13,23,8248,1575,598,418
2021-06-07,2021-06-13,23,8302,20144,7410,4414
2021-06-07,2021-06-13,23,8303,11826,4983,3116
2021-06-07,2021-06-13,23,8304,16830,7518,4297
2021-06-07,2021-06-13,23,8305,7849,3528,2371
2021-06-07,2021-06-13,23,8306,5311,1945,1149
2021-06-07,2021-06-13,23,8307,12268,4478,3012
2021-06-07,2021-06-13,23,8308,4589,2002,1203
2021-06-07,2021-06-13,23,8309,5611,2606,1809
2021-06-07,2021-06-13,23,8310,1509,592,353
2021-06-07,2021-06-13,23,8311,2061,1006,661
2021-06-07,2021-06-13,23,8312,954,447,313
2021-06-07,2021-06-13,23,8314,349,154,92
2021-06-07,2021-06-13,23,8315,817,379,254
2021-06-07,2021-06-13,23,8317,2337,880,544
2021-06-07,2021-06-13,23,8320,6443,2565,1611
2021-06-07,2021-06-13,23,8322,994,418,274
2021-06-07,2021-06-13,23,8330,11524,5203,3362
2021-06-07,2021-06-13,23,8331,610,273,180
2021-06-07,2021-06-13,23,8332,3384,1755,1311
2021-06-07,2021-06-13,23,8335,3640,1462,835
2021-06-07,2021-06-13,23,8340,10306,4130,2687
2021-06-07,2021-06-13,23,8342,933,412,266
2021-06-07,2021-06-13,23,8344,3778,1414,965
2021-06-07,2021-06-13,23,8345,1131,432,311
2021-06-07,2021-06-13,23,8352,3713,1561,1044
2021-06-07,2021-06-13,23,8353,4374,1572,1125
2021-06-07,2021-06-13,23,8354,500,121,72
2021-06-07,2021-06-13,23,8400,39632,18555,10820
2021-06-07,2021-06-13,23,8403,321,134,126
2021-06-07,2021-06-13,23,8404,20278,7809,4677
2021-06-07,2021-06-13,23,8405,18152,7970,5421
2021-06-07,2021-06-13,23,8406,13621,4931,2687
2021-06-07,2021-06-13,23,8408,16314,6163,3947
2021-06-07,2021-06-13,23,8409,3194,1259,782
2021-06-07,2021-06-13,23,8412,983,390,249
2021-06-07,2021-06-13,23,8413,4712,2154,1399
2021-06-07,2021-06-13,23,8414,977,429,255
2021-06-07,2021-06-13,23,8415,577,271,166
2021-06-07,2021-06-13,23,8416,1423,597,371
2021-06-07,2021-06-13,23,8418,772,223,153
2021-06-07,2021-06-13,23,8421,777,345,221
2021-06-07,2021-06-13,23,8422,3877,1315,775
2021-06-07,2021-06-13,23,8424,9396,3891,2424
2021-06-07,2021-06-13,23,8425,1091,498,324
2021-06-07,2021-06-13,23,8426,2414,1033,567
2021-06-07,2021-06-13,23,8427,4787,1887,1123
2021-06-07,2021-06-13,23,8428,456,212,128
2021-06-07,2021-06-13,23,8442,3141,1467,974
2021-06-07,2021-06-13,23,8444,2231,976,678
2021-06-07,2021-06-13,23,8447,1931,767,486
2021-06-07,2021-06-13,23,8450,2227,898,585
2021-06-07,2021-06-13,23,8451,1417,577,332
2021-06-07,2021-06-13,23,8452,699,245,138
2021-06-07,2021-06-13,23,8453,282,138,85
2021-06-07,2021-06-13,23,8457,485,240,153
2021-06-07,2021-06-13,23,8458,657,287,181
2021-06-07,2021-06-13,23,8459,376,126,66
2021-06-07,2021-06-13,23,8460,1831,755,511
2021-06-07,2021-06-13,23,8461,376,142,106
2021-06-07,2021-06-13,23,8462,1309,652,517
2021-06-07,2021-06-13,23,8463,850,337,222
2021-06-07,2021-06-13,23,8464,86,32,19
2021-06-07,2021-06-13,23,8465,389,152,101
2021-06-07,2021-06-13,23,8466,674,251,185
2021-06-07,2021-06-13,23,8467,458,164,108
2021-06-07,2021-06-13,23,8468,649,211,156
2021-06-07,2021-06-13,23,8471,1034,431,290
2021-06-07,2021-06-13,23,8472,7417,3767,2670
2021-06-07,2021-06-13,23,8474,1680,669,453
2021-06-07,2021-06-13,23,8475,1661,676,419
2021-06-07,2021-06-13,23,8476,1007,327,236
2021-06-07,2021-06-13,23,8477,1122,456,372
2021-06-07,2021-06-13,23,8478,936,329,205
2021-06-07,2021-06-13,23,8479,697,261,173
2021-06-07,2021-06-13,23,8482,1719,453,231
2021-06-07,2021-06-13,23,8483,2967,1120,713
2021-06-07,2021-06-13,23,8484,3329,1435,975
2021-06-07,2021-06-13,23,8486,1899,674,486
2021-06-07,2021-06-13,23,8487,1514,624,446
2021-06-07,2021-06-13,23,8488,4549,1676,1155
2021-06-07,2021-06-13,23,8489,980,361,228
2021-06-07,2021-06-13,23,8492,2077,849,556
2021-06-07,2021-06-13,23,8493,1628,562,362
2021-06-07,2021-06-13,23,8494,2895,1140,796
2021-06-07,2021-06-13,23,8495,149,34,23
2021-06-07,2021-06-13,23,8496,931,227,159
2021-06-07,2021-06-13,23,8497,790,230,160
2021-06-07,2021-06-13,23,8498,940,314,187
2021-06-07,2021-06-13,23,8499,376,126,93
2021-06-07,2021-06-13,23,8523,1084,238,147
2021-06-07,2021-06-13,23,8542,5007,2361,1617
2021-06-07,2021-06-13,23,8543,1096,349,225
2021-06-07,2021-06-13,23,8544,406,135,65
2021-06-07,2021-06-13,23,8545,2740,1124,723
2021-06-07,2021-06-13,23,8548,900,405,280
2021-06-07,2021-06-13,23,8600,27178,11371,6393
2021-06-07,2021-06-13,23,8602,2681,1280,882
2021-06-07,2021-06-13,23,8603,5170,2223,1336
2021-06-07,2021-06-13,23,8604,16897,6565,3954
2021-06-07,2021-06-13,23,8605,1731,803,468
2021-06-07,2021-06-13,23,8606,8166,3916,2390
2021-06-07,2021-06-13,23,8607,1458,623,400
2021-06-07,2021-06-13,23,8608,3783,1696,1038
2021-06-07,2021-06-13,23,8610,29607,13908,8462
2021-06-07,2021-06-13,23,8614,1632,733,449
2021-06-07,2021-06-13,23,8615,1371,686,452
2021-06-07,2021-06-13,23,8616,790,337,222
2021-06-07,2021-06-13,23,8617,3850,1848,1291
2021-06-07,2021-06-13,23,8618,4825,1762,1138
2021-06-07,2021-06-13,23,8620,16684,6927,4361
2021-06-07,2021-06-13,23,8623,8249,3106,1880
2021-06-07,2021-06-13,23,8624,2407,1041,674
2021-06-07,2021-06-13,23,8625,5270,2231,1460
2021-06-07,2021-06-13,23,8626,1307,431,282
2021-06-07,2021-06-13,23,8627,3621,1758,1172
2021-06-07,2021-06-13,23,8630,12207,4674,2987
2021-06-07,2021-06-13,23,8632,3905,1496,974
2021-06-07,2021-06-13,23,8633,3532,1490,918
2021-06-07,2021-06-13,23,8634,8260,3316,2039
2021-06-07,2021-06-13,23,8635,3657,1556,990
2021-06-07,2021-06-13,23,8636,8096,3013,1877
2021-06-07,2021-06-13,23,8637,1979,640,405
2021-06-07,2021-06-13,23,8700,13733,7626,4958
2021-06-07,2021-06-13,23,8702,7857,4565,3013
2021-06-07,2021-06-13,23,8703,5593,3095,1987
2021-06-07,2021-06-13,23,8704,6426,3576,2322
2021-06-07,2021-06-13,23,8706,14245,7470,4667
2021-06-07,2021-06-13,23,8707,6186,3409,2257
2021-06-07,2021-06-13,23,8708,11322,6079,4018
2021-06-07,2021-06-13,23,8712,11491,5736,3741
2021-06-07,2021-06-13,23,8713,3177,1579,1063
2021-06-07,2021-06-13,23,8714,475,190,130
2021-06-07,2021-06-13,23,8800,15512,7811,4498
2021-06-07,2021-06-13,23,8802,8931,4689,2716
2021-06-07,2021-06-13,23,8803,6109,3164,1934
2021-06-07,2021-06-13,23,8804,6073,2378,1515
2021-06-07,2021-06-13,23,8805,10485,4387,2785
2021-06-07,2021-06-13,23,8810,20446,9071,5423
2021-06-07,2021-06-13,23,8815,346,113,77
2021-06-07,2021-06-13,23,8816,2138,843,532
2021-06-07,2021-06-13,23,8820,15751,6826,4375
2021-06-07,2021-06-13,23,8824,1821,702,480
2021-06-07,2021-06-13,23,8825,885,238,169
2021-06-07,2021-06-13,23,8833,3120,1101,736
2021-06-07,2021-06-13,23,8902,10020,4137,2757
2021-06-07,2021-06-13,23,8903,6722,3109,1962
2021-06-07,2021-06-13,23,8904,1667,787,479
2021-06-07,2021-06-13,23,8906,5555,2550,1523
2021-06-07,2021-06-13,23,8907,5200,2491,1577
2021-06-07,2021-06-13,23,8908,3769,1681,1082
2021-06-07,2021-06-13,23,8909,1322,436,266
2021-06-07,2021-06-13,23,8910,10967,4471,2916
2021-06-07,2021-06-13,23,8911,1123,370,235
2021-06-07,2021-06-13,23,8912,5689,2057,1327
2021-06-07,2021-06-13,23,8913,2580,1098,771
2021-06-07,2021-06-13,23,8914,1976,942,636
2021-06-07,2021-06-13,23,8915,2752,1075,703
2021-06-07,2021-06-13,23,8925,960,374,233
2021-06-07,2021-06-13,23,8926,1221,353,201
2021-06-07,2021-06-13,23,8932,5189,1983,1217
2021-06-07,2021-06-13,23,8933,645,195,114
2021-06-07,2021-06-13,23,8934,2377,776,431
2021-06-07,2021-06-13,23,8942,4926,2642,1676
2021-06-07,2021-06-13,23,8951,3068,814,477
2021-06-07,2021-06-13,23,8952,18758,6981,3921
2021-06-07,2021-06-13,23,8953,27635,8999,5374
2021-06-07,2021-06-13,23,8954,3970,1687,1076
2021-06-07,2021-06-13,23,8955,2505,1094,729
2021-06-07,2021-06-13,23,andere Kantone,NA,5436,2929
2021-06-07,2021-06-13,23,Nachbarkantone,NA,21069,12828
2021-06-07,2021-06-13,23,unbekannt,NA,5580,3550
2021-06-07,2021-06-13,23,ZH aber ausserkantonal geimpft,NA,14350,9991
2021-06-14,2021-06-20,24,8001,5473,3512,2025
2021-06-14,2021-06-20,24,8002,9620,5677,3127
2021-06-14,2021-06-20,24,8003,20655,11018,4908
2021-06-14,2021-06-20,24,8004,27183,14786,6445
2021-06-14,2021-06-20,24,8005,15505,9062,4122
2021-06-14,2021-06-20,24,8006,18387,11683,6291
2021-06-14,2021-06-20,24,8008,16571,10599,6122
2021-06-14,2021-06-20,24,8032,18170,11262,6895
2021-06-14,2021-06-20,24,8037,16044,9410,4808
